uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	tia	cat	assoc_share	assoc_rank	source_name	gwas_source	min_assoc_year	abs_beta	abs_or	highest_phase_with_known_outcome	areas	genetic_insight	target_status	launched
LPA-D006949	0.889	4	LPA-D006949	LPA	D006949	Hyperlipidemias	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	FALSE		279270	D006951	Hyperlipoproteinemias	OTG		Lp (a) levels	https://genetics.opentargets.org/study/GCST000312	2009			0.825318429945412	0.55	1	LPA-D006949-D006951	Phase III	0.55	1	GWAS	GWAS Catalog	2009			3	metabolic	both	genetically supported target	FALSE
LPA-D050197	0.828	3	LPA-D050197	LPA	D050197	Atherosclerosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		279199	D003324	Coronary Artery Disease	OTG		Coronary artery disease	https://genetics.opentargets.org/study/GCST003116	2015			0.0716328653146126	0.84	1	LPA-D050197-D003324	Phase II	0.84	1	GWAS	GWAS Catalog	2015		1.37	2	cardiovascular	both	genetically supported target	FALSE
LRRK2-D010300	1	4	LRRK2-D010300	LRRK2	D010300	Parkinson Disease	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	FALSE		283914	D010300	Parkinson Disease	OTG		Parkinson's disease	https://genetics.opentargets.org/study/GCST000959	2011			0.177935248992329	0.9	1	LRRK2-D010300-D010300	Phase III	0.9	1	GWAS	GWAS Catalog	2011			3	neurology	both	genetically supported target	FALSE
MAP3K8-D003093	0.89	3	MAP3K8-D003093	MAP3K8	D003093	Colitis, Ulcerative	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		291401	D015212	Inflammatory Bowel Diseases	OTG		Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST001725	2012			0.619137326230999	0.89	1	MAP3K8-D003093-D015212	Phase II	0.89	1	GWAS	GWAS Catalog	2012		1.075	2	digestive	both	genetically supported target	FALSE
MAP3K8-D015212	1	2	MAP3K8-D015212	MAP3K8	D015212	Inflammatory Bowel Diseases	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			FALSE		291401	D015212	Inflammatory Bowel Diseases	OTG		Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST001725	2012			0.619137326230999	0.89	1	MAP3K8-D015212-D015212	Phase I	0.89	1	GWAS	GWAS Catalog	2012		1.075	1	digestive	both	genetically supported target	FALSE
MAPK14-D003929	0.979	2	MAPK14-D003929	MAPK14	D003929	Diabetic Neuropathies	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		291776	D017719	Diabetic Foot	OTG		Foot ulcer in diabetes and neuropathy	https://genetics.opentargets.org/study/GCST004724	2017			0.100737910133087	0.61	1	MAPK14-D003929-D017719	Phase I	0.61	1	GWAS	GWAS Catalog	2017		1.71	1	neurology, endocrine	both	genetically supported target	FALSE
MAPK14-D017719	1	2	MAPK14-D017719	MAPK14	D017719	Diabetic Foot	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		291776	D017719	Diabetic Foot	OTG		Foot ulcer in diabetes and neuropathy	https://genetics.opentargets.org/study/GCST004724	2017			0.100737910133087	0.61	1	MAPK14-D017719-D017719	Phase I	0.61	1	GWAS	GWAS Catalog	2017		1.71	1	cardiovascular, dermatology, endocrine	gwas	genetically supported target	FALSE
MC1R-D000417	0.824	2	MC1R-D000417	MC1R	D000417	Albinism	Phase I		Phase I	2		2	TRUE	FALSE			TRUE		295429	D008548	Melanosis	OTG		Freckles	https://genetics.opentargets.org/study/GCST000119	2007			0.0721047853715471	0.61	1	MC1R-D000417-D008548	Phase I	0.61	1	GWAS	GWAS Catalog	2007		4.37	1	ophthalmology, congenital, dermatology, metabolic	both	genetically supported target	FALSE
MC1R-D010787	0.968	3	MC1R-D010787	MC1R	D010787	Photosensitivity Disorders	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		295465	D013471	Sunburn	OTG		Sunburns	https://genetics.opentargets.org/study/GCST007086	2018			0.0772225827384815	0.58	1	MC1R-D010787-D013471	Phase II	0.58	1	GWAS	GWAS Catalog	2018			2	dermatology	both	genetically supported target	FALSE
MC1R-D014820	0.803	3	MC1R-D014820	MC1R	D014820	Vitiligo	Phase II	Preclinical	Phase II	3	2	3	TRUE	TRUE	FALSE		TRUE		295429	D008548	Melanosis	OTG		Freckles	https://genetics.opentargets.org/study/GCST000119	2007			0.0721047853715471	0.61	1	MC1R-D014820-D008548	Phase II	0.61	1	GWAS	GWAS Catalog	2007		4.37	2	dermatology	both	genetically supported target	FALSE
MC1R-D014983	0.952	2	MC1R-D014983	MC1R	D014983	Xeroderma Pigmentosum	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			TRUE		295465	D013471	Sunburn	OTG		Sunburns	https://genetics.opentargets.org/study/GCST007086	2018			0.0772225827384815	0.58	1	MC1R-D014983-D013471	Phase I	0.58	1	GWAS	GWAS Catalog	2018			1	oncology	both	genetically supported target	FALSE
MC1R-D018307	0.915	3	MC1R-D018307	MC1R	D018307	Neoplasms, Squamous Cell	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		295361	D002294	Carcinoma, Squamous Cell	OTG		Cutaneous squamous cell carcinoma	https://genetics.opentargets.org/study/GCST010148	2020			0.0721047853715471	0.52	1	MC1R-D018307-D002294	Phase II	0.52	1	GWAS	GWAS Catalog	2020	0.38		2	oncology	both	genetically supported target	FALSE
MC4R-D003920	1	2	MC4R-D003920	MC4R	D003920	Diabetes Mellitus	Phase I		Phase I	2		2	TRUE	FALSE			TRUE		295724	D003920	Diabetes Mellitus	OTG		Hemoglobin A1c levels	https://genetics.opentargets.org/study/GCST90018958	2021			0.0214035087719298	1	1	MC4R-D003920-D003920	Phase I	1	1	GWAS	GWAS Catalog	2021	0.0452		1	metabolic, endocrine	both	genetically supported target	FALSE
MC4R-D009765	1	5	MC4R-D009765	MC4R	D009765	Obesity	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	2022	295795	D009765	Obesity	OTG		Body mass index	https://genetics.opentargets.org/study/GCST000185	2008			0.22279859940345	0.68	1	MC4R-D009765-D009765	Launched	0.68	1	GWAS	GWAS Catalog	2008	0.05		3	metabolic, signs	both	genetically supported target	TRUE
MC4R-D011218	0.805	3	MC4R-D011218	MC4R	D011218	Prader-Willi Syndrome	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		295795	D009765	Obesity	OTG		Body mass index	https://genetics.opentargets.org/study/GCST000185	2008			0.22279859940345	0.68	1	MC4R-D011218-D009765	Phase II	0.68	1	GWAS	GWAS Catalog	2008	0.05		2	neurology, congenital, metabolic	both	genetically supported target	FALSE
METAP2-D003924	1	3	METAP2-D003924	METAP2	D003924	Diabetes Mellitus, Type 2	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		300544	D003924	Diabetes Mellitus, Type 2	OTG		Type 2 diabetes	https://genetics.opentargets.org/study/GCST010555	2020			0.063700051894136	0.73	1	METAP2-D003924-D003924	Phase II	0.73	1	GWAS	GWAS Catalog	2020	0.0601		2	metabolic, endocrine	both	genetically supported target	FALSE
MME-D006973	1	3	MME-D006973	MME	D006973	Hypertension	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		306604	D006973	Hypertension	OTG		Diastolic blood pressure	https://genetics.opentargets.org/study/GCST007094	2016			0.109885832900882	0.89	1	MME-D006973-D006973	Phase II	0.89	1	GWAS	GWAS Catalog	2016	0.288		2	cardiovascular	both	genetically supported target	FALSE
MMP12-D001249	0.807	3	MMP12-D001249	MMP12	D001249	Asthma	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		FALSE		306759	D029424	Pulmonary Disease, Chronic Obstructive	OTG		Chronic obstructive pulmonary disease (severe)	https://genetics.opentargets.org/study/GCST002350	2014			0.188051948051948	0.57	1	MMP12-D001249-D029424	Phase II	0.57	1	GWAS	GWAS Catalog	2014			2	respiratory, immune	gwas	genetically supported target	FALSE
MMP12-D029424	1	2	MMP12-D029424	MMP12	D029424	Pulmonary Disease, Chronic Obstructive	Phase I	Preclinical	Phase I	3	2	3	TRUE	TRUE	FALSE		FALSE		306759	D029424	Pulmonary Disease, Chronic Obstructive	OTG		Chronic obstructive pulmonary disease (severe)	https://genetics.opentargets.org/study/GCST002350	2014			0.188051948051948	0.57	1	MMP12-D029424-D029424	Phase I	0.57	1	GWAS	GWAS Catalog	2014			2	respiratory	gwas	genetically supported target	FALSE
MMP9-D003093	0.875	4	MMP9-D003093	MMP9	D003093	Colitis, Ulcerative	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	TRUE		307134	D003424	Crohn Disease	OTG		Crohn's disease	https://genetics.opentargets.org/study/GCST004132	2017			0.406416764284785	0.51	1	MMP9-D003093-D003424	Phase III	0.51	1	GWAS	GWAS Catalog	2017		1.1160548371688523	3	digestive	both	genetically supported target	FALSE
MMP9-D003424	1	4	MMP9-D003424	MMP9	D003424	Crohn Disease	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	TRUE		307134	D003424	Crohn Disease	OTG		Crohn's disease	https://genetics.opentargets.org/study/GCST004132	2017			0.406416764284785	0.51	1	MMP9-D003424-D003424	Phase III	0.51	1	GWAS	GWAS Catalog	2017		1.1160548371688523	3	digestive	both	genetically supported target	FALSE
MSLN-D009369	1	3	MSLN-D009369	MSLN	D009369	Neoplasms	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		TRUE		312100	D009369	Neoplasms	OTG		Serum cancer antigen 125 levels	https://genetics.opentargets.org/study/GCST009647	2019			0.277387457715327	0.51	1	MSLN-D009369-D009369	Phase II	0.51	1	GWAS	GWAS Catalog	2019	0.15		2	oncology	gwas	genetically supported target	FALSE
MYC-D001943	1	3	MYC-D001943	MYC	D001943	Breast Neoplasms	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		FALSE		316503	D001943	Breast Neoplasms	OTG		Breast cancer	https://genetics.opentargets.org/study/GCST001937	2013			0.171124383277071	1	1	MYC-D001943-D001943	Phase II	1	1	GWAS	GWAS Catalog	2013		1.07	2	oncology	both	genetically supported target	FALSE
MYC-D008223	1	3	MYC-D008223	MYC	D008223	Lymphoma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		316575	D008223	Lymphoma	OTG		Malignant lymphoma	https://genetics.opentargets.org/study/GCST90018878	2021			0.317532467532468	1	1	MYC-D008223-D008223	Phase II	1	1	GWAS	GWAS Catalog	2021	0.1546		2	oncology	gwas	genetically supported target	FALSE
MYC-D011471	1	3	MYC-D011471	MYC	D011471	Prostatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		316606	D011471	Prostatic Neoplasms	OTG		Prostate cancer	https://genetics.opentargets.org/study/GCST006085	2018			0.165627435697584	0.56	1	MYC-D011471-D011471	Phase II	0.56	1	GWAS	GWAS Catalog	2018		1.0760533044884926	2	oncology	both	genetically supported target	FALSE
NFE2L2-D007676	0.93	4	NFE2L2-D007676	NFE2L2	D007676	Kidney Failure, Chronic	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	TRUE		327877	D051437	Renal Insufficiency	OTG		Creatinine levels	https://genetics.opentargets.org/study/GCST90019502	2021			0.319251267385935	0.66	1	NFE2L2-D007676-D051437	Phase III	0.66	1	GWAS	GWAS Catalog	2021	0.0257		3	other	both	genetically supported target	FALSE
NFE2L2-D051437	1	4	NFE2L2-D051437	NFE2L2	D051437	Renal Insufficiency	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	TRUE		327877	D051437	Renal Insufficiency	OTG		Creatinine levels	https://genetics.opentargets.org/study/GCST90019502	2021			0.319251267385935	0.66	1	NFE2L2-D051437-D051437	Phase III	0.66	1	GWAS	GWAS Catalog	2021	0.0257		3	other	both	genetically supported target	FALSE
NFKB1-D001249	0.877	3	NFKB1-D001249	NFKB1	D001249	Asthma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		328884	D012130	Respiratory Hypersensitivity	OTG		Allergic rhinitis	https://genetics.opentargets.org/study/GCST006409	2018			0.326595606395424	0.73	1	NFKB1-D001249-D012130	Phase II	0.73	1	GWAS	GWAS Catalog	2018		1.0416667	2	respiratory, immune	gwas	genetically supported target	FALSE
NFKB1-D003093	1	2	NFKB1-D003093	NFKB1	D003093	Colitis, Ulcerative	Phase I		Phase I	3		3	TRUE	TRUE	FALSE		FALSE		328820	D003093	Colitis, Ulcerative	OTG		Ulcerative colitis	https://genetics.opentargets.org/study/GCST001728	2012			0.366047055764981	0.78	1	NFKB1-D003093-D003093	Phase I	0.78	1	GWAS	GWAS Catalog	2012		1.118	2	digestive	both	genetically supported target	FALSE
NFKB1-D003424	0.875	2	NFKB1-D003424	NFKB1	D003424	Crohn Disease	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			TRUE		328820	D003093	Colitis, Ulcerative	OTG		Ulcerative colitis	https://genetics.opentargets.org/study/GCST001728	2012			0.366047055764981	0.78	1	NFKB1-D003424-D003093	Phase I	0.78	1	GWAS	GWAS Catalog	2012		1.118	1	digestive	both	genetically supported target	FALSE
NFKB1-D003876	0.851	4	NFKB1-D003876	NFKB1	D003876	Dermatitis, Atopic	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	FALSE		328822	D004485	Eczema	OTG		Eczema	https://genetics.opentargets.org/study/GCST007075	2018			0.654420355705569	0.76	1	NFKB1-D003876-D004485	Phase III	0.76	1	GWAS	GWAS Catalog	2018			3	congenital, dermatology, immune	gwas	genetically supported target	FALSE
NFKB1-D006967	1	3	NFKB1-D006967	NFKB1	D006967	Hypersensitivity	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		328854	D006967	Hypersensitivity	OTG		Allergic sensitization	https://genetics.opentargets.org/study/GCST006408	2018			0.340054637700013	0.76	1	NFKB1-D006967-D006967	Phase II	0.76	1	GWAS	GWAS Catalog	2018		1.1363636	2	immune	gwas	genetically supported target	FALSE
NFKB1-D008181	0.835	2	NFKB1-D008181	NFKB1	D008181	Lupus Nephritis	Phase I		Phase I	2		2	TRUE	FALSE			TRUE		328896	D015433	Glomerulonephritis, Membranous	OTG		Membranous nephropathy	https://genetics.opentargets.org/study/GCST010004	2020			0.656807817589577	0.79	1	NFKB1-D008181-D015433	Phase I	0.79	1	GWAS	GWAS Catalog	2020		1.25	1	dermatology, immune	both	genetically supported target	FALSE
NFKB1-D015212	0.89	3	NFKB1-D015212	NFKB1	D015212	Inflammatory Bowel Diseases	Phase II	Preclinical	Phase II	3	2	3	TRUE	TRUE	FALSE		TRUE		328820	D003093	Colitis, Ulcerative	OTG		Ulcerative colitis	https://genetics.opentargets.org/study/GCST001728	2012			0.366047055764981	0.78	1	NFKB1-D015212-D003093	Phase II	0.78	1	GWAS	GWAS Catalog	2012		1.118	2	digestive	both	genetically supported target	FALSE
NLRP3-D007249	1	2	NLRP3-D007249	NLRP3	D007249	Inflammation	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			FALSE		331510	D007249	Inflammation	OTG		C-reactive protein levels	https://genetics.opentargets.org/study/GCST000965	2011			0.619762433102728	0.59	1	NLRP3-D007249-D007249	Phase I	0.59	1	GWAS	GWAS Catalog	2011	0.047		1	signs	gwas	genetically supported target	FALSE
NOS3-D020521	1	3	NOS3-D020521	NOS3	D020521	Stroke	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		333609	D020521	Stroke	OTG		Stroke [EA]	https://genetics.opentargets.org/study/GCST007248_2	2018			0.6909114651345	0.59	1	NOS3-D020521-D020521	Phase II	0.59	1	GWAS	GWAS Catalog	2018		1.0500000000000005	2	neurology, cardiovascular	gwas	genetically supported target	FALSE
NOTCH2-D001943	1	2	NOTCH2-D001943	NOTCH2	D001943	Breast Neoplasms	Phase I		Phase I	3		3	TRUE	TRUE	FALSE		FALSE		333789	D001943	Breast Neoplasms	OTG		Invasive breast cancer [mixed effect]	https://genetics.opentargets.org/study/GCST010099_2	2020			0.0784962991819244	0.77	1	NOTCH2-D001943-D001943	Phase I	0.77	1	GWAS	GWAS Catalog	2020			2	oncology	both	genetically supported target	FALSE
NPC1L1-D006949	0.906	3	NPC1L1-D006949	NPC1L1	D006949	Hyperlipidemias	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		334475	D006937	Hypercholesterolemia	OTG		LDL cholesterol	https://genetics.opentargets.org/study/GCST000759	2010			0.413490308312736	0.56	1	NPC1L1-D006949-D006937	Phase II	0.56	1	GWAS	GWAS Catalog	2010	0.0366		2	metabolic	both	genetically supported target	FALSE
NPR1-D006973	1	3	NPR1-D006973	NPR1	D006973	Hypertension	Phase II	Phase I	Phase II	3	3	3	TRUE	TRUE	FALSE		FALSE		335466	D006973	Hypertension	OTG		Diastolic blood pressure	https://genetics.opentargets.org/study/GCST90000059	2020			0.01778989741592	0.59	1	NPR1-D006973-D006973	Phase II	0.59	1	GWAS	GWAS Catalog	2020	0.06447421		2	cardiovascular	both	genetically supported target	FALSE
NPY-D009765	1	3	NPY-D009765	NPY	D009765	Obesity	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		335908	D009765	Obesity	OTG		Body mass index	https://genetics.opentargets.org/study/GCST007039	2018			0.46870882740448	0.89	1	NPY-D009765-D009765	Phase II	0.89	1	GWAS	GWAS Catalog	2018			2	metabolic, signs	both	genetically supported target	FALSE
NR1H4-D006937	1	3	NR1H4-D006937	NR1H4	D006937	Hypercholesterolemia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		336304	D006937	Hypercholesterolemia	OTG		LDL cholesterol	https://genetics.opentargets.org/study/GCST90018741	2021			0.00324086077262121	0.8	1	NR1H4-D006937-D006937	Phase II	0.8	1	GWAS	GWAS Catalog	2021	0.030061		2	metabolic	both	genetically supported target	FALSE
NR1H4-D006949	0.906	2	NR1H4-D006949	NR1H4	D006949	Hyperlipidemias	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		336304	D006937	Hypercholesterolemia	OTG		LDL cholesterol	https://genetics.opentargets.org/study/GCST90018741	2021			0.00324086077262121	0.8	1	NR1H4-D006949-D006937	Phase I	0.8	1	GWAS	GWAS Catalog	2021	0.030061		1	metabolic	both	genetically supported target	FALSE
NR1H4-D007249	1	2	NR1H4-D007249	NR1H4	D007249	Inflammation	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			FALSE		336308	D007249	Inflammation	OTG		C-reactive protein levels	https://genetics.opentargets.org/study/GCST009777	2020			0.0222380705394191	0.86	1	NR1H4-D007249-D007249	Phase I	0.86	1	GWAS	GWAS Catalog	2020	0.0431909		1	signs	gwas	genetically supported target	FALSE
NR1H4-D008107	1	3	NR1H4-D008107	NR1H4	D008107	Liver Diseases	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		336311	D008107	Liver Diseases	OTG		Liver enzyme levels (gamma-glutamyl transferase)	https://genetics.opentargets.org/study/GCST90013407	2021			0.0649544863459038	0.85	1	NR1H4-D008107-D008107	Phase II	0.85	1	GWAS	GWAS Catalog	2021	0.00768656		2	digestive	both	genetically supported target	FALSE
NR1H4-D015228	0.861	2	NR1H4-D015228	NR1H4	D015228	Hypertriglyceridemia	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		336304	D006937	Hypercholesterolemia	OTG		LDL cholesterol	https://genetics.opentargets.org/study/GCST90018741	2021			0.00324086077262121	0.8	1	NR1H4-D015228-D006937	Phase I	0.8	1	GWAS	GWAS Catalog	2021	0.030061		1	metabolic	both	genetically supported target	FALSE
NR3C1-D001249	1	5	NR3C1-D001249	NR3C1	D001249	Asthma	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	2001	336697	D001249	Asthma	OTG		Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018			0.555368038426587	0.93	1	NR3C1-D001249-D001249	Launched	0.93	1	GWAS	GWAS Catalog	2018			3	respiratory, immune	gwas	genetically supported target	TRUE
NR3C1-D009765	1	3	NR3C1-D009765	NR3C1	D009765	Obesity	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		336756	D009765	Obesity	OTG		Hip circumference adjusted for BMI	https://genetics.opentargets.org/study/GCST012227	2021			0.17163499088779	0.94	1	NR3C1-D009765-D009765	Phase II	0.94	1	GWAS	GWAS Catalog	2021	0.0241466		2	metabolic, signs	both	genetically supported target	FALSE
NR3C1-D029424	0.807	5	NR3C1-D029424	NR3C1	D029424	Pulmonary Disease, Chronic Obstructive	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2012	336697	D001249	Asthma	OTG		Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018			0.555368038426587	0.93	1	NR3C1-D029424-D001249	Launched	0.93	1	GWAS	GWAS Catalog	2018			3	respiratory	gwas	genetically supported target	TRUE
NR3C1-D057765	0.912	5	NR3C1-D057765	NR3C1	D057765	Eosinophilic Esophagitis	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE		336725	D004802	Eosinophilia	OTG		Eosinophil counts	https://genetics.opentargets.org/study/GCST90002298	2020			0.560488126649077	0.66	1	NR3C1-D057765-D004802	Launched	0.66	1	GWAS	GWAS Catalog	2020	0.0136809999999999		3	digestive, hematology, immune	both	genetically supported target	TRUE
NR3C1-D065631	0.817	3	NR3C1-D065631	NR3C1	D065631	Rhinitis, Allergic	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		336697	D001249	Asthma	OTG		Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018			0.555368038426587	0.93	1	NR3C1-D065631-D001249	Phase II	0.93	1	GWAS	GWAS Catalog	2018			2	respiratory, immune	gwas	genetically supported target	FALSE
OPRM1-D009293	1	3	OPRM1-D009293	OPRM1	D009293	Opioid-Related Disorders	Phase II	Phase II	Phase II	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		345123	D009293	Opioid-Related Disorders	OTG		Opioid use disorder	https://genetics.opentargets.org/study/GCST010510	2020			0.130454545454545	0.97	1	OPRM1-D009293-D009293	Phase II	0.97	1	GWAS	GWAS Catalog	2020	0.07		3	psychiatry	gwas	genetically supported target	FALSE
OPRM1-D009765	1	3	OPRM1-D009765	OPRM1	D009765	Obesity	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		345124	D009765	Obesity	OTG		Body mass index	https://genetics.opentargets.org/study/GCST007039	2018			0.172749707754254	0.96	1	OPRM1-D009765-D009765	Phase II	0.96	1	GWAS	GWAS Catalog	2018			2	metabolic, signs	both	genetically supported target	FALSE
PARP1-D008545	1	4	PARP1-D008545	PARP1	D008545	Melanoma	Phase III		Phase III	4	4	4	TRUE	TRUE	TRUE	FALSE	TRUE		352331	D008545	Melanoma	OTG		Cutaneous malignant melanoma	https://genetics.opentargets.org/study/GCST010304	2020			0.337015856511567	0.8	1	PARP1-D008545-D008545	Phase III	0.8	1	GWAS	GWAS Catalog	2020		1.0946999999999996	3	oncology	both	genetically supported target	FALSE
PCSK9-D002318	1	2	PCSK9-D002318	PCSK9	D002318	Cardiovascular Diseases	Phase I	Preclinical	Phase I	3	2	3	TRUE	TRUE	FALSE		FALSE		355997	D002318	Cardiovascular Diseases	OTG		Cardiovascular disease	https://genetics.opentargets.org/study/GCST90038595	2021			0.0149708360337006	0.82	1	PCSK9-D002318-D002318	Phase I	0.82	1	GWAS	GWAS Catalog	2021		1.02488396366338	2	cardiovascular	gwas	genetically supported target	FALSE
PCSK9-D006937	1	5	PCSK9-D006937	PCSK9	D006937	Hypercholesterolemia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	2018	356009	D006937	Hypercholesterolemia	OTG		LDL cholesterol	https://genetics.opentargets.org/study/GCST000132	2008			0.167315427533411	0.63	1	PCSK9-D006937-D006937	Launched	0.63	1	GWAS	GWAS Catalog	2008	3.04		3	metabolic	both	genetically supported target	TRUE
PCSK9-D006938	0.844	5	PCSK9-D006938	PCSK9	D006938	Hyperlipoproteinemia Type II	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE		356009	D006937	Hypercholesterolemia	OTG		LDL cholesterol	https://genetics.opentargets.org/study/GCST000132	2008			0.167315427533411	0.63	1	PCSK9-D006938-D006937	Launched	0.63	1	GWAS	GWAS Catalog	2008	3.04		3	congenital, metabolic	both	genetically supported target	TRUE
PCSK9-D006949	0.906	5	PCSK9-D006949	PCSK9	D006949	Hyperlipidemias	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	2019	356009	D006937	Hypercholesterolemia	OTG		LDL cholesterol	https://genetics.opentargets.org/study/GCST000132	2008			0.167315427533411	0.63	1	PCSK9-D006949-D006937	Launched	0.63	1	GWAS	GWAS Catalog	2008	3.04		3	metabolic	both	genetically supported target	TRUE
PCSK9-D050197	0.828	5	PCSK9-D050197	PCSK9	D050197	Atherosclerosis	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE		356000	D003324	Coronary Artery Disease	OTG		Coronary artery disease	https://genetics.opentargets.org/study/GCST003116	2015			0.167315427533411	0.67	1	PCSK9-D050197-D003324	Launched	0.67	1	GWAS	GWAS Catalog	2015		1.0799999999999998	3	cardiovascular	both	genetically supported target	TRUE
PDE10A-D001714	1	3	PDE10A-D001714	PDE10A	D001714	Bipolar Disorder	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		356606	D001714	Bipolar Disorder	OTG		Bipolar disorder [Latent Class 1]	https://genetics.opentargets.org/study/GCST001359	2011			0.0597198806899235	0.94	1	PDE10A-D001714-D001714	Phase II	0.94	1	GWAS	GWAS Catalog	2011			2	psychiatry	gwas	genetically supported target	FALSE
PDE3A-D020521	1	4	PDE3A-D020521	PDE3A	D020521	Stroke	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	FALSE		357213	D020521	Stroke	OTG		Ischemic stroke	https://genetics.opentargets.org/study/GCST90018864	2021			0.388607430501429	0.91	1	PDE3A-D020521-D020521	Phase III	0.91	1	GWAS	GWAS Catalog	2021	0.0604		3	neurology, cardiovascular	gwas	genetically supported target	FALSE
PDE3A-D050197	0.828	3	PDE3A-D050197	PDE3A	D050197	Atherosclerosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		357097	D003324	Coronary Artery Disease	OTG		Coronary artery disease	https://genetics.opentargets.org/study/GCST005194	2017			0.699283854166667	0.83	1	PDE3A-D050197-D003324	Phase II	0.83	1	GWAS	GWAS Catalog	2017		1.04707441095694	2	cardiovascular	both	genetically supported target	FALSE
PDE5A-D006973	1	3	PDE5A-D006973	PDE5A	D006973	Hypertension	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		357783	D006973	Hypertension	OTG		Diastolic blood pressure	https://genetics.opentargets.org/study/GCST007094	2016			0.487895838785658	0.88	1	PDE5A-D006973-D006973	Phase II	0.88	1	GWAS	GWAS Catalog	2016	0.206		2	cardiovascular	both	genetically supported target	FALSE
