ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	oto_hcat	oto_acat	oto_ccat	orphan	year_launch
UTS2R-D008545	UTS2R	D008545	Melanoma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
UTS2R-D048909	UTS2R	D048909	Diabetes Complications	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
UTS2R-D052801	UTS2R	D052801	Male Urogenital Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
UTS2R-NA	UTS2R			Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VASH1-D003928	VASH1	D003928	Diabetic Nephropathies	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VAT1-D011470	VAT1	D011470	Prostatic Hyperplasia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VAV1-D001327	VAV1	D001327	Autoimmune Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VAV1-D019337	VAV1	D019337	Hematologic Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VCAM1-D001168	VCAM1	D001168	Arthritis	Preclinical		Preclinical	1		1	FALSE							FALSE	
VCAM1-D001172	VCAM1	D001172	Arthritis, Rheumatoid	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VCAM1-D001249	VCAM1	D001249	Asthma	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VCAM1-D007154	VCAM1	D007154	Immune System Diseases	Preclinical		Preclinical	1		1	FALSE							FALSE	
VCAM1-D007249	VCAM1	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE							FALSE	
VCAM1-D007251	VCAM1	D007251	Influenza, Human		Preclinical	Preclinical		2	1								FALSE	
VCAM1-D008545	VCAM1	D008545	Melanoma		Preclinical	Preclinical		2	1								FALSE	
VCAM1-D009103	VCAM1	D009103	Multiple Sclerosis	Preclinical		Preclinical	1		1	FALSE							FALSE	
VCAM1-D009369	VCAM1	D009369	Neoplasms		Phase I	Phase I		3	2	TRUE				Preclinical		Preclinical	FALSE	
VCAM1-D015212	VCAM1	D015212	Inflammatory Bowel Diseases	Preclinical		Preclinical	1		1	FALSE							FALSE	
VCAM1-D018352	VCAM1	D018352	Coronavirus Infections	Preclinical		Preclinical	1		1	FALSE							FALSE	
VCAM1-NA	VCAM1				Preclinical	Preclinical		2	1								FALSE	
VCP-D006816	VCP	D006816	Huntington Disease	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VCP-D008223	VCP	D008223	Lymphoma	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VCP-D009101	VCP	D009101	Multiple Myeloma		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
VCP-D009190	VCP	D009190	Myelodysplastic Syndromes		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
VCP-D009369	VCP	D009369	Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
VCP-D009422	VCP	D009422	Nervous System Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VCP-D015179	VCP	D015179	Colorectal Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
VCP-D015470	VCP	D015470	Leukemia, Myeloid, Acute		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
VCP-D018358	VCP	D018358	Neuroendocrine Tumors	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
VCP-D019337	VCP	D019337	Hematologic Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
VDAC1-D003924	VDAC1	D003924	Diabetes Mellitus, Type 2	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDAC2-D009101	VDAC2	D009101	Multiple Myeloma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
VDAC2-D009369	VDAC2	D009369	Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
VDAC3-D009101	VDAC3	D009101	Multiple Myeloma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
VDAC3-D009369	VDAC3	D009369	Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
VDR-D000080424	VDR	D000080424	Cytokine Release Syndrome		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VDR-D000086382	VDR	D000086382	COVID-19		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
VDR-D000152	VDR	D000152	Acne Vulgaris	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D000505	VDR	D000505	Alopecia	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VDR-D000627	VDR	D000627	Aminophenols	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VDR-D001855	VDR	D001855	Bone Marrow Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D001943	VDR	D001943	Breast Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D002289	VDR	D002289	Carcinoma, Non-Small-Cell Lung	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D003093	VDR	D003093	Colitis, Ulcerative	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D003876	VDR	D003876	Dermatitis, Atopic	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D003922	VDR	D003922	Diabetes Mellitus, Type 1	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VDR-D004700	VDR	D004700	Endocrine System Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D005128	VDR	D005128	Eye Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D005134	VDR	D005134	Eye Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D005355	VDR	D005355	Fibrosis	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VDR-D006086	VDR	D006086	Graft vs Host Disease	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D006962	VDR	D006962	Hyperparathyroidism, Secondary	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	TRUE	2008
VDR-D006973	VDR	D006973	Hypertension	Phase I		Phase I	2		2	TRUE	FALSE			Preclinical		Preclinical	FALSE	
VDR-D007154	VDR	D007154	Immune System Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D007248	VDR	D007248	Infertility, Male	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D007249	VDR	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D007676	VDR	D007676	Kidney Failure, Chronic	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2022
VDR-D008599	VDR	D008599	Menstruation Disturbances	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D009103	VDR	D009103	Multiple Sclerosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D009190	VDR	D009190	Myelodysplastic Syndromes	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D009369	VDR	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D010012	VDR	D010012	Osteogenesis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D010024	VDR	D010024	Osteoporosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D010190	VDR	D010190	Pancreatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D011470	VDR	D011470	Prostatic Hyperplasia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D011471	VDR	D011471	Prostatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D011472	VDR	D011472	Prostatitis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D011565	VDR	D011565	Psoriasis	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2012
VDR-D012080	VDR	D012080	Chronic Kidney Disease-Mineral and Bone Disorder	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D013927	VDR	D013927	Thrombosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D014526	VDR	D014526	Urethritis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D014808	VDR	D014808	Vitamin D Deficiency	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VDR-D015179	VDR	D015179	Colorectal Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D015212	VDR	D015212	Inflammatory Bowel Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D029424	VDR	D029424	Pulmonary Disease, Chronic Obstructive	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D050723	VDR	D050723	Fractures, Bone	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D051437	VDR	D051437	Renal Insufficiency	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D053201	VDR	D053201	Urinary Bladder, Overactive	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VDR-D054559	VDR	D054559	Hyperphosphatemia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VDR-D065626	VDR	D065626	Non-alcoholic Fatty Liver Disease	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D000086382	VEGFA	D000086382	COVID-19		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
VEGFA-D000310	VEGFA	D000310	Adrenal Gland Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFA-D000690	VEGFA	D000690	Amyotrophic Lateral Sclerosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VEGFA-D000787	VEGFA	D000787	Angina Pectoris		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
VEGFA-D000789	VEGFA	D000789	Angina, Unstable	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D001005	VEGFA	D001005	Anus Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
VEGFA-D001172	VEGFA	D001172	Arthritis, Rheumatoid	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D001201	VEGFA	D001201	Ascites	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VEGFA-D001650	VEGFA	D001650	Bile Duct Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VEGFA-D001749	VEGFA	D001749	Urinary Bladder Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D001932	VEGFA	D001932	Brain Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VEGFA-D001943	VEGFA	D001943	Breast Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2017
VEGFA-D002276	VEGFA	D002276	Carcinoid Tumor	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	Phase III		Phase III	FALSE	
VEGFA-D002289	VEGFA	D002289	Carcinoma, Non-Small-Cell Lung	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2016
VEGFA-D002545	VEGFA	D002545	Brain Ischemia	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D002583	VEGFA	D002583	Uterine Cervical Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2019
VEGFA-D002817	VEGFA	D002817	Chordoma	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFA-D003093	VEGFA	D003093	Colitis, Ulcerative	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D003424	VEGFA	D003424	Crohn Disease	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D003704	VEGFA	D003704	Dementia	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D003924	VEGFA	D003924	Diabetes Mellitus, Type 2		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
VEGFA-D003929	VEGFA	D003929	Diabetic Neuropathies	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D003930	VEGFA	D003930	Diabetic Retinopathy	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VEGFA-D004938	VEGFA	D004938	Esophageal Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
VEGFA-D005128	VEGFA	D005128	Eye Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VEGFA-D005131	VEGFA	D005131	Eye Injuries	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D005185	VEGFA	D005185	Fallopian Tube Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VEGFA-D005901	VEGFA	D005901	Glaucoma		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VEGFA-D005909	VEGFA	D005909	Glioblastoma	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VEGFA-D005923	VEGFA	D005923	Glomerulosclerosis, Focal Segmental		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VEGFA-D006258	VEGFA	D006258	Head and Neck Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VEGFA-D006333	VEGFA	D006333	Heart Failure		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
VEGFA-D006816	VEGFA	D006816	Huntington Disease	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D007154	VEGFA	D007154	Immune System Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D007249	VEGFA	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D007383	VEGFA	D007383	Intermittent Claudication	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase I		Phase I	FALSE	
VEGFA-D007511	VEGFA	D007511	Ischemia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2012
VEGFA-D007674	VEGFA	D007674	Kidney Diseases	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D007680	VEGFA	D007680	Kidney Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VEGFA-D007690	VEGFA	D007690	Polycystic Kidney Diseases		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VEGFA-D008113	VEGFA	D008113	Liver Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VEGFA-D008175	VEGFA	D008175	Lung Neoplasms		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
VEGFA-D008228	VEGFA	D008228	Lymphoma, Non-Hodgkin		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	FALSE	
VEGFA-D008268	VEGFA	D008268	Macular Degeneration		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VEGFA-D008269	VEGFA	D008269	Macular Edema	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VEGFA-D008527	VEGFA	D008527	Medulloblastoma	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VEGFA-D008545	VEGFA	D008545	Melanoma	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	Phase III		Phase III	FALSE	
VEGFA-D008654	VEGFA	D008654	Mesothelioma	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFA-D009101	VEGFA	D009101	Multiple Myeloma		Phase II	Phase II		4	3	TRUE	TRUE			Phase III		Phase III	FALSE	
VEGFA-D009202	VEGFA	D009202	Cardiomyopathies	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D009203	VEGFA	D009203	Myocardial Infarction		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VEGFA-D009216	VEGFA	D009216	Myopia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2022
VEGFA-D009369	VEGFA	D009369	Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
VEGFA-D009422	VEGFA	D009422	Nervous System Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D009442	VEGFA	D009442	Neurilemmoma		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VEGFA-D009447	VEGFA	D009447	Neuroblastoma		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VEGFA-D010051	VEGFA	D010051	Ovarian Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2021
VEGFA-D010190	VEGFA	D010190	Pancreatic Neoplasms		Preclinical	Preclinical		2	1					Phase III		Phase III	FALSE	
VEGFA-D010300	VEGFA	D010300	Parkinson Disease	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D010534	VEGFA	D010534	Peritoneal Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VEGFA-D011471	VEGFA	D011471	Prostatic Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE			Phase III		Phase III	FALSE	
VEGFA-D011565	VEGFA	D011565	Psoriasis		Preclinical	Preclinical		2	1					Phase II		Phase II	FALSE	
VEGFA-D012128	VEGFA	D012128	Respiratory Distress Syndrome	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D012164	VEGFA	D012164	Retinal Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VEGFA-D012170	VEGFA	D012170	Retinal Vein Occlusion	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2015
VEGFA-D012174	VEGFA	D012174	Retinitis Pigmentosa		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VEGFA-D012178	VEGFA	D012178	Retinopathy of Prematurity		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VEGFA-D012208	VEGFA	D012208	Rhabdomyosarcoma	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	Phase III		Phase III	FALSE	
VEGFA-D012393	VEGFA	D012393	Rosacea	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VEGFA-D012509	VEGFA	D012509	Sarcoma	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	Phase III		Phase III	FALSE	
VEGFA-D012514	VEGFA	D012514	Sarcoma, Kaposi	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Preclinical		Preclinical	FALSE	
VEGFA-D012516	VEGFA	D012516	Osteosarcoma		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
VEGFA-D012595	VEGFA	D012595	Scleroderma, Systemic	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D013274	VEGFA	D013274	Stomach Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
VEGFA-D013919	VEGFA	D013919	Thromboangiitis Obliterans	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VEGFA-D013964	VEGFA	D013964	Thyroid Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VEGFA-D014456	VEGFA	D014456	Ulcer	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D014565	VEGFA	D014565	Urogenital Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VEGFA-D014605	VEGFA	D014605	Uveitis		Preclinical	Preclinical		2	1								FALSE	
VEGFA-D014945	VEGFA	D014945	Wound Healing	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D015179	VEGFA	D015179	Colorectal Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VEGFA-D015356	VEGFA	D015356	Retinal Artery Occlusion		Preclinical	Preclinical		2	1								FALSE	
VEGFA-D015451	VEGFA	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	Phase III		Phase III	FALSE	
VEGFA-D015470	VEGFA	D015470	Leukemia, Myeloid, Acute	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFA-D016491	VEGFA	D016491	Peripheral Vascular Diseases	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
VEGFA-D016543	VEGFA	D016543	Central Nervous System Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D016849	VEGFA	D016849	Keratitis, Herpetic	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D016889	VEGFA	D016889	Endometrial Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFA-D017253	VEGFA	D017253	Neurofibromatoses	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
VEGFA-D017719	VEGFA	D017719	Diabetic Foot	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D018358	VEGFA	D018358	Neuroendocrine Tumors	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFA-D020388	VEGFA	D020388	Muscular Dystrophy, Duchenne		Preclinical	Preclinical		2	1								FALSE	
VEGFA-D020521	VEGFA	D020521	Stroke	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D023903	VEGFA	D023903	Coronary Restenosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFA-D045743	VEGFA	D045743	Scleroderma, Diffuse	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D045745	VEGFA	D045745	Scleroderma, Limited	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D048909	VEGFA	D048909	Diabetes Complications	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	Phase III		Phase III	FALSE	
VEGFA-D050197	VEGFA	D050197	Atherosclerosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Preclinical		Preclinical	FALSE	
VEGFA-D051799	VEGFA	D051799	Delayed Graft Function	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D054179	VEGFA	D054179	Angioedemas, Hereditary	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFA-D054990	VEGFA	D054990	Idiopathic Pulmonary Fibrosis		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VEGFA-D055752	VEGFA	D055752	Small Cell Lung Carcinoma		Phase II	Phase II		4	3	TRUE	TRUE			Phase III		Phase III	FALSE	
VEGFA-D057092	VEGFA	D057092	Geographic Atrophy		Preclinical	Preclinical		2	1					Preclinical		Preclinical	FALSE	
VEGFA-D057135	VEGFA	D057135	Wet Macular Degeneration	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2022
VEGFB-D001172	VEGFB	D001172	Arthritis, Rheumatoid	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFB-D003924	VEGFB	D003924	Diabetes Mellitus, Type 2	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VEGFB-D003928	VEGFB	D003928	Diabetic Nephropathies		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
VEGFB-D007680	VEGFB	D007680	Kidney Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFB-D008654	VEGFB	D008654	Mesothelioma	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFB-D009369	VEGFB	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFB-D015179	VEGFB	D015179	Colorectal Neoplasms		Preclinical	Preclinical		2	1								FALSE	
VEGFC-D001932	VEGFC	D001932	Brain Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VEGFC-D005128	VEGFC	D005128	Eye Diseases	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VEGFC-D005909	VEGFC	D005909	Glioblastoma	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VEGFC-D007680	VEGFC	D007680	Kidney Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFC-D008175	VEGFC	D008175	Lung Neoplasms	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFC-D008209	VEGFC	D008209	Lymphedema		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
VEGFC-D008232	VEGFC	D008232	Lymphoproliferative Disorders		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VEGFC-D008269	VEGFC	D008269	Macular Edema		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VEGFC-D008527	VEGFC	D008527	Medulloblastoma	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VEGFC-D008654	VEGFC	D008654	Mesothelioma	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFC-D009369	VEGFC	D009369	Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VEGFC-D011471	VEGFC	D011471	Prostatic Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VEGFC-D015179	VEGFC	D015179	Colorectal Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
