"Gene"	"MSH"	"MSH.Top"	"Phase.Latest"	"lApprovedUS.EU"
"PDE4C"	"diabetes complications"	"Endocrine System Diseases"	"Discontinued"	FALSE
"PDE4C"	"diabetic neuropathies"	"Nervous System Diseases"	"Suspended"	FALSE
"PDE4C"	"dyskinesias"	"Nervous System Diseases"	"No Development Reported"	FALSE
"PDE4C"	"epilepsy"	"Nervous System Diseases"	"No Development Reported"	FALSE
"PDE4C"	"erectile dysfunction"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"PDE4C"	"fatty liver"	"Digestive System Diseases"	"Discontinued"	FALSE
"PDE4C"	"headache"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4C"	"heart failure"	"Cardiovascular Diseases"	"Launched"	FALSE
"PDE4C"	"hiv infections"	"Virus Diseases"	"No Development Reported"	FALSE
"PDE4C"	"huntington disease"	"Nervous System Diseases"	"Phase I Clinical Trial"	FALSE
"PDE4C"	"hypersensitivity"	"Immune System Diseases"	"Discontinued"	FALSE
"PDE4C"	"hypertension"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"PDE4C"	"immune system diseases"	"Immune System Diseases"	"No Development Reported"	FALSE
"PDE4C"	"immunologic deficiency syndromes"	"Immune System Diseases"	"No Development Reported"	FALSE
"PDE4C"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"PDE4C"	"inflammatory bowel diseases"	"Digestive System Diseases"	"No Development Reported"	FALSE
"PDE4C"	"leukemia, lymphoid"	"Neoplasms"	"No Development Reported"	FALSE
"PDE4C"	"lupus erythematosus, cutaneous"	"Skin and Connective Tissue Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4C"	"memory disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"PDE4C"	"morphine dependence"	"Substance-Related Disorders"	"Phase II Clinical Trial"	FALSE
"PDE4C"	"multiple sclerosis"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4C"	"multiple sclerosis, chronic progressive"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4C"	"multiple sclerosis, relapsing-remitting"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4C"	"musculoskeletal pain"	"Nervous System Diseases"	"Launched"	TRUE
"PDE4C"	"myelodysplastic syndromes"	"Hemic and Lymphatic Diseases"	"No Development Reported"	FALSE
"PDE4C"	"myocardial infarction"	"Cardiovascular Diseases"	"Launched"	TRUE
"PDE4C"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"PDE4C"	"nervous system diseases"	"Nervous System Diseases"	"Discontinued"	FALSE
"PDE4C"	"neuralgia"	"Nervous System Diseases"	"Suspended"	FALSE
"PDE4C"	"obesity"	"Nutritional and Metabolic Diseases"	"No Development Reported"	FALSE
"PDE4C"	"opioid-related disorders"	"Substance-Related Disorders"	"Phase II Clinical Trial"	FALSE
"PDE4C"	"osteoporosis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"PDE4C"	"pain"	"Nervous System Diseases"	"Launched"	TRUE
"PDE4C"	"parkinson disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"PDE4C"	"peptic ulcer"	"Digestive System Diseases"	"Discontinued"	FALSE
"PDE4C"	"pruritus"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"PDE4C"	"psoriasis"	"Skin and Connective Tissue Diseases"	"Phase III Clinical Trial"	FALSE
"PDE4C"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Launched"	TRUE
"PDE4C"	"reperfusion injury"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDE4C"	"respiratory tract diseases"	"Respiratory Tract Diseases"	"Discontinued"	FALSE
"PDE4C"	"rhinitis"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"PDE4C"	"rhinitis, allergic, seasonal"	"Respiratory Tract Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4C"	"sarcoidosis"	"Hemic and Lymphatic Diseases"	"No Development Reported"	FALSE
"PDE4C"	"skin diseases"	"Skin and Connective Tissue Diseases"	"Phase I Clinical Trial"	FALSE
"PDE4C"	"spasm"	"Nervous System Diseases"	"Discontinued"	FALSE
"PDE4C"	"spinal cord injuries"	"Nervous System Diseases"	"No Development Reported"	FALSE
"PDE4C"	"spondylitis, ankylosing"	"Musculoskeletal Diseases"	"Phase III Clinical Trial"	FALSE
"PDE4C"	"thrombosis"	"Cardiovascular Diseases"	"Launched"	TRUE
"PDE4C"	"urinary tract infections"	"Bacterial Infections and Mycoses"	"Discontinued"	FALSE
"PDE4D"	"alzheimer disease"	"Nervous System Diseases"	"Discontinued"	FALSE
"PDE4D"	"anxiety"	"Behavior and Behavior Mechanisms"	"No Development Reported"	FALSE
"PDE4D"	"arthritis"	"Musculoskeletal Diseases"	"Discontinued"	FALSE
"PDE4D"	"arthritis, psoriatic"	"Musculoskeletal Diseases"	"Phase III Clinical Trial"	FALSE
"PDE4D"	"arthritis, rheumatoid"	"Musculoskeletal Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4D"	"asthma"	"Respiratory Tract Diseases"	"Launched"	FALSE
"PDE4D"	"behcet syndrome"	"Stomatognathic Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4D"	"brain ischemia"	"Nervous System Diseases"	"Launched"	TRUE
"PDE4D"	"bronchitis, chronic"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"PDE4D"	"cardiovascular diseases"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"PDE4D"	"cerebral infarction"	"Nervous System Diseases"	"Launched"	TRUE
"PDE4D"	"colitis, ulcerative"	"Digestive System Diseases"	"No Development Reported"	FALSE
"PDE4D"	"conjunctivitis, allergic"	"Eye Diseases"	"Launched"	FALSE
"PDE4D"	"coronary restenosis"	"Cardiovascular Diseases"	"Launched"	TRUE
"PDE4D"	"craniocerebral trauma"	"Nervous System Diseases"	"Preclinical"	FALSE
"PDE4D"	"crohn disease"	"Digestive System Diseases"	"Phase III Clinical Trial"	FALSE
"PDE4D"	"depression"	"Behavior and Behavior Mechanisms"	"No Development Reported"	FALSE
"PDE4D"	"depressive disorder"	"Mental Disorders"	"No Development Reported"	FALSE
"PDE4D"	"dermatitis, atopic"	"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"	"Phase II Clinical Trial"	FALSE
"PDE4D"	"dermatitis, contact"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"PDE4D"	"diabetes complications"	"Endocrine System Diseases"	"Discontinued"	FALSE
"PDE4D"	"diabetic neuropathies"	"Nervous System Diseases"	"Suspended"	FALSE
"PDE4D"	"dyskinesias"	"Nervous System Diseases"	"No Development Reported"	FALSE
"PDE4D"	"epilepsy"	"Nervous System Diseases"	"No Development Reported"	FALSE
"PDE4D"	"erectile dysfunction"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"PDE4D"	"fatty liver"	"Digestive System Diseases"	"Discontinued"	FALSE
"PDE4D"	"headache"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4D"	"heart failure"	"Cardiovascular Diseases"	"Launched"	FALSE
"PDE4D"	"hiv infections"	"Virus Diseases"	"No Development Reported"	FALSE
"PDE4D"	"huntington disease"	"Nervous System Diseases"	"Phase I Clinical Trial"	FALSE
"PDE4D"	"hypersensitivity"	"Immune System Diseases"	"Discontinued"	FALSE
"PDE4D"	"hypertension"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"PDE4D"	"immune system diseases"	"Immune System Diseases"	"No Development Reported"	FALSE
"PDE4D"	"immunologic deficiency syndromes"	"Immune System Diseases"	"No Development Reported"	FALSE
"PDE4D"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"PDE4D"	"inflammatory bowel diseases"	"Digestive System Diseases"	"No Development Reported"	FALSE
"PDE4D"	"leukemia, lymphoid"	"Neoplasms"	"No Development Reported"	FALSE
"PDE4D"	"lupus erythematosus, cutaneous"	"Skin and Connective Tissue Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4D"	"memory disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"PDE4D"	"morphine dependence"	"Substance-Related Disorders"	"Phase II Clinical Trial"	FALSE
"PDE4D"	"multiple sclerosis"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4D"	"multiple sclerosis, chronic progressive"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4D"	"multiple sclerosis, relapsing-remitting"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4D"	"musculoskeletal pain"	"Nervous System Diseases"	"Launched"	TRUE
"PDE4D"	"myelodysplastic syndromes"	"Hemic and Lymphatic Diseases"	"No Development Reported"	FALSE
"PDE4D"	"myocardial infarction"	"Cardiovascular Diseases"	"Launched"	TRUE
"PDE4D"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"PDE4D"	"nervous system diseases"	"Nervous System Diseases"	"Discontinued"	FALSE
"PDE4D"	"neuralgia"	"Nervous System Diseases"	"Suspended"	FALSE
"PDE4D"	"obesity"	"Nutritional and Metabolic Diseases"	"No Development Reported"	FALSE
"PDE4D"	"opioid-related disorders"	"Substance-Related Disorders"	"Phase II Clinical Trial"	FALSE
"PDE4D"	"osteoporosis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"PDE4D"	"pain"	"Nervous System Diseases"	"Launched"	TRUE
"PDE4D"	"parkinson disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"PDE4D"	"peptic ulcer"	"Digestive System Diseases"	"Discontinued"	FALSE
"PDE4D"	"pruritus"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"PDE4D"	"psoriasis"	"Skin and Connective Tissue Diseases"	"Phase III Clinical Trial"	FALSE
"PDE4D"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Launched"	TRUE
"PDE4D"	"reperfusion injury"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDE4D"	"respiratory tract diseases"	"Respiratory Tract Diseases"	"Discontinued"	FALSE
"PDE4D"	"rhinitis"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"PDE4D"	"rhinitis, allergic, seasonal"	"Respiratory Tract Diseases"	"Phase II Clinical Trial"	FALSE
"PDE4D"	"sarcoidosis"	"Hemic and Lymphatic Diseases"	"No Development Reported"	FALSE
"PDE4D"	"skin diseases"	"Skin and Connective Tissue Diseases"	"Phase I Clinical Trial"	FALSE
"PDE4D"	"spasm"	"Nervous System Diseases"	"Discontinued"	FALSE
"PDE4D"	"spinal cord injuries"	"Nervous System Diseases"	"No Development Reported"	FALSE
"PDE4D"	"spondylitis, ankylosing"	"Musculoskeletal Diseases"	"Phase III Clinical Trial"	FALSE
"PDE4D"	"thrombosis"	"Cardiovascular Diseases"	"Launched"	TRUE
"PDE4D"	"urinary tract infections"	"Bacterial Infections and Mycoses"	"Discontinued"	FALSE
"PDE5A"	"adenomatous polyposis coli"	"Neoplasms"	"Discontinued"	FALSE
"PDE5A"	"angina pectoris"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"PDE5A"	"asthma"	"Respiratory Tract Diseases"	"Phase II Clinical Trial"	FALSE
"PDE5A"	"barrett esophagus"	"Digestive System Diseases"	"Discontinued"	FALSE
"PDE5A"	"breast neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"PDE5A"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Discontinued"	FALSE
"PDE5A"	"carcinoma, transitional cell"	"Neoplasms"	"No Development Reported"	FALSE
"PDE5A"	"cardiovascular diseases"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"PDE5A"	"coronary restenosis"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDE5A"	"crohn disease"	"Digestive System Diseases"	"Discontinued"	FALSE
"PDE5A"	"diabetic nephropathies"	"Male Urogenital Diseases"	"Phase II Clinical Trial"	FALSE
"PDE5A"	"erectile dysfunction"	"Male Urogenital Diseases"	"Launched"	TRUE
"PDE5A"	"gastroparesis"	"Digestive System Diseases"	"No Development Reported"	FALSE
"PDE5A"	"heart failure"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"PDE5A"	"hiv infections"	"Virus Diseases"	"No Development Reported"	FALSE
"PDE5A"	"hypertension"	"Cardiovascular Diseases"	"Phase II Clinical Trial"	FALSE
"PDE5A"	"hypertension, portal"	"Digestive System Diseases"	"Phase II Clinical Trial"	FALSE
"PDE5A"	"hypertension, pulmonary"	"Respiratory Tract Diseases"	"Launched"	TRUE
"PDE5A"	"inflammatory bowel diseases"	"Digestive System Diseases"	"Discontinued"	FALSE
"PDE5A"	"kidney neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"PDE5A"	"leukemia, lymphoid"	"Neoplasms"	"Discontinued"	FALSE
"PDE5A"	"leukemia, myeloid, acute"	"Neoplasms"	"Preclinical"	FALSE
"PDE5A"	"liver neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"PDE5A"	"nephritis"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"PDE5A"	"neuralgia"	"Nervous System Diseases"	"Discontinued"	FALSE
"PDE5A"	"neuralgia, postherpetic"	"Nervous System Diseases"	"Discontinued"	FALSE
"PDE5A"	"peripheral vascular diseases"	"Cardiovascular Diseases"	"Phase II Clinical Trial"	FALSE
"PDE5A"	"prostatic hyperplasia"	"Male Urogenital Diseases"	"Launched"	TRUE
"PDE5A"	"prostatic neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"PDE5A"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Phase II Clinical Trial"	FALSE
"PDE5A"	"raynaud disease"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"PDE5A"	"renal insufficiency"	"Male Urogenital Diseases"	"Phase II Clinical Trial"	FALSE
"PDE5A"	"respiratory tract diseases"	"Respiratory Tract Diseases"	"Discontinued"	FALSE
"PDE5A"	"sexual dysfunction, physiological"	"Male Urogenital Diseases"	"Discontinued"	FALSE
"PDE5A"	"small cell lung carcinoma"	"Neoplasms"	"Discontinued"	FALSE
"PDE5A"	"thrombosis"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDE5A"	"urinary bladder neoplasms"	"Neoplasms"	"Preclinical"	FALSE
"PDE5A"	"urinary bladder, overactive"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"PDE5A"	"urogenital abnormalities"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"PDE7A"	"asthma"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"PDE7A"	"binge-eating disorder"	"Mental Disorders"	"Preclinical"	FALSE
"PDE7A"	"cocaine-related disorders"	"Substance-Related Disorders"	"Preclinical"	FALSE
"PDE7A"	"immune system diseases"	"Immune System Diseases"	"No Development Reported"	FALSE
"PDE7A"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"PDE7A"	"neuralgia"	"Nervous System Diseases"	"Discontinued"	FALSE
"PDE7A"	"pain"	"Nervous System Diseases"	"Discontinued"	FALSE
"PDE7A"	"parkinson disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"PDE7A"	"psoriasis"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"PDE7A"	"restless legs syndrome"	"Nervous System Diseases"	"Preclinical"	FALSE
"PDE7A"	"tobacco use disorder"	"Substance-Related Disorders"	"Preclinical"	FALSE
"PDE7B"	"asthma"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"PDE7B"	"binge-eating disorder"	"Mental Disorders"	"Preclinical"	FALSE
"PDE7B"	"cocaine-related disorders"	"Substance-Related Disorders"	"Preclinical"	FALSE
"PDE7B"	"parkinson disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"PDE7B"	"psoriasis"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"PDE7B"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Preclinical"	FALSE
"PDE7B"	"restless legs syndrome"	"Nervous System Diseases"	"Preclinical"	FALSE
"PDE7B"	"tobacco use disorder"	"Substance-Related Disorders"	"Preclinical"	FALSE
"PDE9A"	"alzheimer disease"	"Nervous System Diseases"	"Discontinued"	FALSE
"PDE9A"	"huntington disease"	"Nervous System Diseases"	"No Development Reported"	FALSE
"PDGFA"	"diabetic foot"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDGFB"	"brain neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"breast neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFB"	"carcinoma, neuroendocrine"	"Neoplasms"	"No Development Reported"	FALSE
"PDGFB"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFB"	"colorectal neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"diabetic foot"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDGFB"	"head and neck neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"kidney neoplasms"	"Neoplasms"	"Launched"	TRUE
"PDGFB"	"leukemia, myeloid, acute"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"leukemia, myelomonocytic, chronic"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"liver neoplasms"	"Neoplasms"	"Launched"	TRUE
"PDGFB"	"melanoma"	"Neoplasms"	"Discontinued"	FALSE
"PDGFB"	"mesothelioma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"multiple myeloma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"myelodysplastic syndromes"	"Hemic and Lymphatic Diseases"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"ovarian neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"pancreatic neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"peripheral vascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDGFB"	"peritoneal neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"postthrombotic syndrome"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDGFB"	"pressure ulcer"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"PDGFB"	"prostatic neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"small cell lung carcinoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"PDGFB"	"stomach neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"PDGFB"	"thyroid neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFB"	"urinary bladder neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFB"	"wet macular degeneration"	"Eye Diseases"	"Preclinical"	FALSE
"PDGFD"	"diabetic nephropathies"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"PDGFD"	"glomerulonephritis"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"PDGFD"	"kidney diseases"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"PDGFRA"	"asthma"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"PDGFRA"	"biliary tract neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"PDGFRA"	"brain neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"breast neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"burns"	"Wounds and Injuries"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"carcinoid tumor"	"Neoplasms"	"No Development Reported"	FALSE
"PDGFRA"	"carcinoma, neuroendocrine"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"PDGFRA"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFRA"	"cardiovascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDGFRA"	"colorectal neoplasms"	"Neoplasms"	"Launched"	TRUE
"PDGFRA"	"coronary restenosis"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"PDGFRA"	"diabetic foot"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDGFRA"	"endometrial neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"PDGFRA"	"esophageal neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"PDGFRA"	"fallopian tube neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFRA"	"fibrosis"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"PDGFRA"	"gastrointestinal neoplasms"	"Neoplasms"	"Launched"	TRUE
"PDGFRA"	"head and neck neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"hypereosinophilic syndrome"	"Hemic and Lymphatic Diseases"	"Launched"	TRUE
"PDGFRA"	"hypersensitivity"	"Immune System Diseases"	"No Development Reported"	FALSE
"PDGFRA"	"hypertension, pulmonary"	"Respiratory Tract Diseases"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"idiopathic pulmonary fibrosis"	"Respiratory Tract Diseases"	"Phase III Clinical Trial"	FALSE
"PDGFRA"	"immune system diseases"	"Immune System Diseases"	"No Development Reported"	FALSE
"PDGFRA"	"infection"	"Bacterial Infections and Mycoses"	"No Development Reported"	FALSE
"PDGFRA"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"PDGFRA"	"kidney neoplasms"	"Neoplasms"	"Launched"	TRUE
"PDGFRA"	"leiomyosarcoma"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFRA"	"leukemia"	"Neoplasms"	"Discontinued"	FALSE
"PDGFRA"	"leukemia, lymphoid"	"Neoplasms"	"Launched"	TRUE
"PDGFRA"	"leukemia, myeloid, acute"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"leukemia, myelomonocytic, chronic"	"Neoplasms"	"Launched"	TRUE
"PDGFRA"	"liver cirrhosis"	"Digestive System Diseases"	"No Development Reported"	FALSE
"PDGFRA"	"liver neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFRA"	"lung neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"PDGFRA"	"lymphoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"PDGFRA"	"mastocytosis"	"Neoplasms"	"Launched"	TRUE
"PDGFRA"	"melanoma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"mesothelioma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"PDGFRA"	"multiple myeloma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"PDGFRA"	"myelodysplastic syndromes"	"Hemic and Lymphatic Diseases"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"neoplasms, squamous cell"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"ovarian neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFRA"	"pancreatic neoplasms"	"Neoplasms"	"Registered"	FALSE
"PDGFRA"	"peritoneal neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFRA"	"polycythemia vera"	"Hemic and Lymphatic Diseases"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"postthrombotic syndrome"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDGFRA"	"prostatic neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"psoriasis"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"PDGFRA"	"sarcoma"	"Neoplasms"	"Launched"	TRUE
"PDGFRA"	"sarcoma, synovial"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFRA"	"scleroderma, systemic"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"PDGFRA"	"small cell lung carcinoma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"soft tissue neoplasms"	"Neoplasms"	"Launched"	TRUE
"PDGFRA"	"stomach neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"testicular neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"PDGFRA"	"thyroid neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"urinary bladder neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRA"	"uterine cervical neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"PDGFRA"	"wet macular degeneration"	"Eye Diseases"	"Phase II Clinical Trial"	FALSE
"PDGFRB"	"alzheimer disease"	"Nervous System Diseases"	"Phase III Clinical Trial"	FALSE
"PDGFRB"	"arthritis, rheumatoid"	"Musculoskeletal Diseases"	"Phase III Clinical Trial"	FALSE
"PDGFRB"	"asthma"	"Respiratory Tract Diseases"	"Phase III Clinical Trial"	FALSE
"PDGFRB"	"brain neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRB"	"breast neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRB"	"burns"	"Wounds and Injuries"	"Phase II Clinical Trial"	FALSE
"PDGFRB"	"carcinoid tumor"	"Neoplasms"	"No Development Reported"	FALSE
"PDGFRB"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRB"	"colorectal neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRB"	"coronary restenosis"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"PDGFRB"	"craniocerebral trauma"	"Nervous System Diseases"	"Preclinical"	FALSE
"PDGFRB"	"diabetic foot"	"Cardiovascular Diseases"	"Launched"	TRUE
"PDGFRB"	"diabetic retinopathy"	"Eye Diseases"	"No Development Reported"	FALSE
"PDGFRB"	"endometrial neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRB"	"esophageal neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"PDGFRB"	"fallopian tube neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFRB"	"gastrointestinal neoplasms"	"Neoplasms"	"Pre-registration"	TRUE
"PDGFRB"	"head and neck neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"PDGFRB"	"idiopathic pulmonary fibrosis"	"Respiratory Tract Diseases"	"Preclinical"	FALSE
"PDGFRB"	"kidney neoplasms"	"Neoplasms"	"Launched"	TRUE
"PDGFRB"	"leiomyosarcoma"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFRB"	"leukemia, mast-cell"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"PDGFRB"	"leukemia, myeloid, acute"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFRB"	"liver cirrhosis"	"Digestive System Diseases"	"Preclinical"	FALSE
"PDGFRB"	"liver neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"PDGFRB"	"lymphoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"PDGFRB"	"macular degeneration"	"Eye Diseases"	"No Development Reported"	FALSE
"PDGFRB"	"macular edema"	"Eye Diseases"	"Discontinued"	FALSE
"PDGFRB"	"mastocytosis"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
