ti_uid	phasenum	phase	maxphasenum	maxphase	n_drugs
SLC6A2-D003930	2	Preclinical	4	Phase II	1
SLC6A2-D004916	3	Phase I	4	Phase II	1
SLC6A2-D005356	2	Preclinical	2	Preclinical	3
SLC6A2-D005356	3	Phase I	3	Phase I	2
SLC6A2-D005356	4	Phase II	4	Phase II	2
SLC6A2-D005356	4	Phase II	5	Phase III	1
SLC6A2-D005356	5	Phase III	5	Phase III	1
SLC6A2-D005356	5	Phase III	6	Launched	1
SLC6A2-D005879	2	Preclinical	2	Preclinical	1
SLC6A2-D005901	2	Preclinical	2	Preclinical	1
SLC6A2-D005901	2	Preclinical	4	Phase II	1
SLC6A2-D005901	6	Launched	6	Launched	2
SLC6A2-D007022	5	Phase III	5	Phase III	1
SLC6A2-D007027	3	Phase I	3	Phase I	1
SLC6A2-D007172	4	Phase II	4	Phase II	3
SLC6A2-D007319	6	Launched	6	Launched	1
SLC6A2-D008269	4	Phase II	4	Phase II	1
SLC6A2-D008593	2	Preclinical	2	Preclinical	1
SLC6A2-D008593	6	Launched	6	Launched	1
SLC6A2-D008881	2	Preclinical	2	Preclinical	2
SLC6A2-D008881	4	Phase II	4	Phase II	1
SLC6A2-D009103	2	Preclinical	2	Preclinical	1
SLC6A2-D009290	5	Phase III	5	Phase III	1
SLC6A2-D009290	6	Launched	6	Launched	1
SLC6A2-D009422	2	Preclinical	2	Preclinical	11
SLC6A2-D009422	2	Preclinical	3	Phase I	1
SLC6A2-D009422	3	Phase I	4	Phase II	1
SLC6A2-D009422	4	Phase II	5	Phase III	1
SLC6A2-D009437	2	Preclinical	2	Preclinical	5
SLC6A2-D009437	2	Preclinical	5	Phase III	1
SLC6A2-D009437	3	Phase I	3	Phase I	7
SLC6A2-D009437	3	Phase I	5	Phase III	1
SLC6A2-D009437	4	Phase II	4	Phase II	3
SLC6A2-D009437	5	Phase III	5	Phase III	1
SLC6A2-D009437	5	Phase III	6	Launched	1
SLC6A2-D009437	6	Launched	6	Launched	2
SLC6A2-D009765	2	Preclinical	2	Preclinical	2
SLC6A2-D009765	3	Phase I	3	Phase I	1
SLC6A2-D009765	3	Phase I	5	Phase III	1
SLC6A2-D009765	4	Phase II	4	Phase II	3
SLC6A2-D009765	5	Phase III	5	Phase III	1
SLC6A2-D010149	2	Preclinical	2	Preclinical	1
SLC6A2-D010149	3	Phase I	3	Phase I	1
SLC6A2-D010149	4	Phase II	4	Phase II	1
SLC6A2-D010149	5	Phase III	6	Launched	2
SLC6A2-D010149	6	Launched	6	Launched	2
SLC6A2-D010300	2	Preclinical	2	Preclinical	2
SLC6A2-D010300	4	Phase II	4	Phase II	1
SLC6A2-D010523	4	Phase II	4	Phase II	1
SLC6A2-D011218	3	Phase I	3	Phase I	1
SLC6A2-D011618	2	Preclinical	2	Preclinical	1
SLC6A2-D012148	4	Phase II	4	Phase II	3
SLC6A2-D012559	2	Preclinical	2	Preclinical	1
SLC6A2-D012559	5	Phase III	6	Launched	1
SLC6A2-D012893	2	Preclinical	2	Preclinical	1
SLC6A2-D012893	4	Phase II	6	Launched	1
SLC6A2-D013313	2	Preclinical	2	Preclinical	1
SLC6A2-D014029	3	Phase I	5	Phase III	1
SLC6A2-D014029	4	Phase II	5	Phase III	1
SLC6A2-D014277	3	Phase I	4	Phase II	1
SLC6A2-D014549	2	Preclinical	2	Preclinical	1
SLC6A2-D014549	3	Phase I	3	Phase I	1
SLC6A2-D014549	4	Phase II	4	Phase II	2
SLC6A2-D014549	4	Phase II	6	Launched	1
SLC6A2-D014549	5	Phase III	5	Phase III	1
SLC6A2-D014581	4	Phase II	4	Phase II	1
SLC6A2-D015715	4	Phase II	6	Launched	1
SLC6A2-D018589	2	Preclinical	2	Preclinical	1
SLC6A2-D019970	2	Preclinical	6	Launched	1
SLC6A2-D020521	5	Phase III	6	Launched	1
SLC6A2-D020820	2	Preclinical	2	Preclinical	1
SLC6A2-D020920	4	Phase II	6	Launched	1
SLC6A2-D051474	4	Phase II	6	Launched	1
SLC6A2-D051474	5	Phase III	5	Phase III	2
SLC6A2-D056912	3	Phase I	3	Phase I	1
SLC6A2-D056912	4	Phase II	5	Phase III	1
SLC6A2-D056912	6	Launched	6	Launched	2
SLC6A2-D057135	4	Phase II	4	Phase II	1
SLC6A2-D059226	2	Preclinical	2	Preclinical	18
SLC6A2-D059226	2	Preclinical	5	Phase III	1
SLC6A2-D059226	3	Phase I	3	Phase I	11
SLC6A2-D059226	3	Phase I	5	Phase III	1
SLC6A2-D059226	4	Phase II	4	Phase II	3
SLC6A2-D059226	5	Phase III	5	Phase III	1
SLC6A2-D059226	6	Launched	6	Launched	7
SLC6A2-D059352	2	Preclinical	2	Preclinical	2
SLC6A2-D059352	3	Phase I	3	Phase I	1
SLC6A2-D059352	5	Phase III	5	Phase III	1
SLC6A2-D059352	5	Phase III	6	Launched	2
SLC6A2-D059352	6	Launched	6	Launched	2
SLC6A2-D061686	5	Phase III	5	Phase III	1
SLC6A2-D065631	4	Phase II	4	Phase II	1
SLC6A2-NA	2	Preclinical	2	Preclinical	1
SLC6A3-D000070642	2	Preclinical	2	Preclinical	2
SLC6A3-D000437	2	Preclinical	2	Preclinical	1
SLC6A3-D000437	3	Phase I	3	Phase I	1
SLC6A3-D000437	3	Phase I	5	Phase III	1
SLC6A3-D000544	2	Preclinical	2	Preclinical	1
SLC6A3-D000544	3	Phase I	3	Phase I	1
SLC6A3-D001008	3	Phase I	3	Phase I	3
SLC6A3-D001008	4	Phase II	6	Launched	1
SLC6A3-D001049	6	Launched	6	Launched	1
SLC6A3-D001289	2	Preclinical	2	Preclinical	12
SLC6A3-D001289	3	Phase I	3	Phase I	3
SLC6A3-D001289	4	Phase II	4	Phase II	4
SLC6A3-D001289	5	Phase III	5	Phase III	1
SLC6A3-D001289	6	Launched	6	Launched	10
SLC6A3-D001714	2	Preclinical	2	Preclinical	1
SLC6A3-D001714	4	Phase II	4	Phase II	1
SLC6A3-D003072	2	Preclinical	2	Preclinical	1
SLC6A3-D003863	2	Preclinical	2	Preclinical	25
SLC6A3-D003863	3	Phase I	3	Phase I	10
SLC6A3-D003863	3	Phase I	4	Phase II	2
SLC6A3-D003863	4	Phase II	4	Phase II	3
SLC6A3-D003863	4	Phase II	6	Launched	1
SLC6A3-D003863	6	Launched	6	Launched	1
SLC6A3-D003865	2	Preclinical	2	Preclinical	2
SLC6A3-D003865	3	Phase I	3	Phase I	5
SLC6A3-D003865	4	Phase II	4	Phase II	3
SLC6A3-D003865	4	Phase II	6	Launched	2
SLC6A3-D003865	5	Phase III	5	Phase III	1
SLC6A3-D003865	5	Phase III	6	Launched	1
SLC6A3-D003865	6	Launched	6	Launched	2
SLC6A3-D003920	2	Preclinical	2	Preclinical	1
SLC6A3-D003929	3	Phase I	3	Phase I	1
SLC6A3-D005356	3	Phase I	3	Phase I	1
SLC6A3-D005356	4	Phase II	4	Phase II	1
SLC6A3-D005879	2	Preclinical	2	Preclinical	1
SLC6A3-D007027	3	Phase I	3	Phase I	1
SLC6A3-D007172	4	Phase II	4	Phase II	3
SLC6A3-D009103	2	Preclinical	2	Preclinical	1
SLC6A3-D009290	2	Preclinical	2	Preclinical	2
SLC6A3-D009290	6	Launched	6	Launched	1
SLC6A3-D009422	2	Preclinical	2	Preclinical	11
SLC6A3-D009422	2	Preclinical	3	Phase I	1
SLC6A3-D009422	3	Phase I	4	Phase II	1
SLC6A3-D009437	2	Preclinical	2	Preclinical	2
SLC6A3-D009437	2	Preclinical	5	Phase III	1
SLC6A3-D009437	3	Phase I	3	Phase I	4
SLC6A3-D009437	4	Phase II	4	Phase II	1
SLC6A3-D009765	2	Preclinical	2	Preclinical	3
SLC6A3-D009765	3	Phase I	5	Phase III	1
SLC6A3-D009765	4	Phase II	4	Phase II	3
SLC6A3-D009765	5	Phase III	5	Phase III	1
SLC6A3-D010300	2	Preclinical	2	Preclinical	4
SLC6A3-D010300	4	Phase II	4	Phase II	1
SLC6A3-D011218	3	Phase I	3	Phase I	1
SLC6A3-D011293	2	Preclinical	2	Preclinical	1
SLC6A3-D012148	4	Phase II	4	Phase II	3
SLC6A3-D012559	2	Preclinical	2	Preclinical	1
SLC6A3-D012559	5	Phase III	6	Launched	1
SLC6A3-D012893	2	Preclinical	2	Preclinical	2
SLC6A3-D012893	4	Phase II	6	Launched	1
SLC6A3-D013313	2	Preclinical	2	Preclinical	1
SLC6A3-D014029	3	Phase I	5	Phase III	1
SLC6A3-D014029	4	Phase II	5	Phase III	1
SLC6A3-D014277	3	Phase I	4	Phase II	1
SLC6A3-D014549	4	Phase II	4	Phase II	1
SLC6A3-D015673	2	Preclinical	2	Preclinical	1
SLC6A3-D019970	2	Preclinical	2	Preclinical	4
SLC6A3-D019970	2	Preclinical	6	Launched	1
SLC6A3-D019970	6	Launched	6	Launched	1
SLC6A3-D020177	2	Preclinical	2	Preclinical	2
SLC6A3-D020920	4	Phase II	6	Launched	1
SLC6A3-D056912	3	Phase I	3	Phase I	1
SLC6A3-D056912	4	Phase II	5	Phase III	1
SLC6A3-D056912	6	Launched	6	Launched	2
SLC6A3-D059226	2	Preclinical	2	Preclinical	6
SLC6A3-D059226	2	Preclinical	5	Phase III	1
SLC6A3-D059226	3	Phase I	3	Phase I	4
SLC6A3-D059352	2	Preclinical	2	Preclinical	1
SLC6A3-D059352	3	Phase I	3	Phase I	1
SLC6A3-D065446	2	Preclinical	2	Preclinical	1
SLC6A4-D000072716	6	Launched	6	Launched	2
SLC6A4-D000072861	2	Preclinical	2	Preclinical	1
SLC6A4-D000073376	5	Phase III	6	Launched	1
SLC6A4-D000437	2	Preclinical	2	Preclinical	1
SLC6A4-D000437	3	Phase I	3	Phase I	1
SLC6A4-D000437	3	Phase I	5	Phase III	1
SLC6A4-D000544	3	Phase I	3	Phase I	1
SLC6A4-D000544	5	Phase III	6	Launched	1
SLC6A4-D000550	4	Phase II	4	Phase II	1
SLC6A4-D001008	2	Preclinical	2	Preclinical	3
SLC6A4-D001008	3	Phase I	3	Phase I	5
SLC6A4-D001008	4	Phase II	4	Phase II	1
SLC6A4-D001008	4	Phase II	6	Launched	2
SLC6A4-D001008	5	Phase III	6	Launched	1
SLC6A4-D001008	6	Launched	6	Launched	1
SLC6A4-D001289	2	Preclinical	2	Preclinical	2
SLC6A4-D001289	3	Phase I	3	Phase I	2
SLC6A4-D001289	4	Phase II	4	Phase II	3
SLC6A4-D001289	4	Phase II	5	Phase III	1
SLC6A4-D001289	4	Phase II	6	Launched	1
SLC6A4-D001289	5	Phase III	5	Phase III	1
SLC6A4-D001289	6	Launched	6	Launched	1
SLC6A4-D001321	3	Phase I	6	Launched	1
SLC6A4-D001321	5	Phase III	5	Phase III	1
SLC6A4-D001714	2	Preclinical	2	Preclinical	1
SLC6A4-D001714	6	Launched	6	Launched	1
SLC6A4-D002032	6	Launched	6	Launched	2
SLC6A4-D002545	5	Phase III	6	Launched	1
SLC6A4-D003072	2	Preclinical	2	Preclinical	1
SLC6A4-D003704	2	Preclinical	2	Preclinical	1
SLC6A4-D003863	2	Preclinical	2	Preclinical	50
SLC6A4-D003863	3	Phase I	3	Phase I	20
SLC6A4-D003863	3	Phase I	4	Phase II	2
SLC6A4-D003863	4	Phase II	4	Phase II	4
SLC6A4-D003863	4	Phase II	6	Launched	2
SLC6A4-D003863	6	Launched	6	Launched	3
SLC6A4-D003865	2	Preclinical	2	Preclinical	4
SLC6A4-D003865	3	Phase I	3	Phase I	8
SLC6A4-D003865	3	Phase I	4	Phase II	1
SLC6A4-D003865	4	Phase II	4	Phase II	8
SLC6A4-D003865	4	Phase II	6	Launched	1
SLC6A4-D003865	5	Phase III	5	Phase III	1
SLC6A4-D003865	5	Phase III	6	Launched	1
SLC6A4-D003865	6	Launched	6	Launched	8
SLC6A4-D003876	4	Phase II	4	Phase II	1
SLC6A4-D003877	4	Phase II	4	Phase II	1
SLC6A4-D003929	3	Phase I	3	Phase I	1
SLC6A4-D003929	4	Phase II	4	Phase II	2
SLC6A4-D003929	5	Phase III	6	Launched	1
SLC6A4-D004827	4	Phase II	6	Launched	1
SLC6A4-D004831	6	Launched	6	Launched	1
SLC6A4-D004916	3	Phase I	4	Phase II	1
SLC6A4-D005356	2	Preclinical	2	Preclinical	3
SLC6A4-D005356	3	Phase I	3	Phase I	1
SLC6A4-D005356	4	Phase II	4	Phase II	1
SLC6A4-D005356	4	Phase II	5	Phase III	1
SLC6A4-D005356	5	Phase III	6	Launched	1
SLC6A4-D007022	5	Phase III	5	Phase III	1
SLC6A4-D007027	3	Phase I	3	Phase I	1
SLC6A4-D007172	4	Phase II	4	Phase II	2
SLC6A4-D007319	4	Phase II	6	Launched	1
SLC6A4-D008593	2	Preclinical	2	Preclinical	1
SLC6A4-D008593	3	Phase I	3	Phase I	2
SLC6A4-D008593	6	Launched	6	Launched	2
SLC6A4-D008599	2	Preclinical	2	Preclinical	1
SLC6A4-D008881	2	Preclinical	2	Preclinical	1
SLC6A4-D009103	2	Preclinical	2	Preclinical	1
SLC6A4-D009290	2	Preclinical	2	Preclinical	1
SLC6A4-D009422	2	Preclinical	2	Preclinical	5
SLC6A4-D009422	2	Preclinical	3	Phase I	1
SLC6A4-D009422	3	Phase I	4	Phase II	1
SLC6A4-D009437	2	Preclinical	2	Preclinical	4
SLC6A4-D009437	2	Preclinical	4	Phase II	1
SLC6A4-D009437	2	Preclinical	5	Phase III	1
SLC6A4-D009437	3	Phase I	3	Phase I	6
SLC6A4-D009437	3	Phase I	5	Phase III	1
SLC6A4-D009437	4	Phase II	4	Phase II	1
SLC6A4-D009437	5	Phase III	6	Launched	1
SLC6A4-D009497	2	Preclinical	2	Preclinical	1
SLC6A4-D009765	2	Preclinical	2	Preclinical	3
SLC6A4-D009765	3	Phase I	3	Phase I	1
SLC6A4-D009765	3	Phase I	5	Phase III	1
SLC6A4-D009765	4	Phase II	4	Phase II	2
SLC6A4-D009765	5	Phase III	5	Phase III	1
SLC6A4-D009771	2	Preclinical	2	Preclinical	1
SLC6A4-D009771	6	Launched	6	Launched	1
SLC6A4-D010149	2	Preclinical	2	Preclinical	1
SLC6A4-D010149	6	Launched	6	Launched	2
SLC6A4-D010300	2	Preclinical	2	Preclinical	3
SLC6A4-D010523	4	Phase II	4	Phase II	1
SLC6A4-D011218	3	Phase I	3	Phase I	1
SLC6A4-D011293	2	Preclinical	2	Preclinical	2
SLC6A4-D011293	6	Launched	6	Launched	1
SLC6A4-D011595	3	Phase I	3	Phase I	1
SLC6A4-D012131	2	Preclinical	4	Phase II	1
SLC6A4-D012131	4	Phase II	4	Phase II	1
SLC6A4-D012148	4	Phase II	4	Phase II	1
SLC6A4-D012559	2	Preclinical	2	Preclinical	3
SLC6A4-D012559	4	Phase II	4	Phase II	1
SLC6A4-D012559	6	Launched	6	Launched	1
SLC6A4-D012893	2	Preclinical	2	Preclinical	1
SLC6A4-D013313	2	Preclinical	2	Preclinical	2
SLC6A4-D013313	2	Preclinical	6	Launched	1
SLC6A4-D013313	3	Phase I	4	Phase II	1
SLC6A4-D014029	3	Phase I	5	Phase III	1
SLC6A4-D014029	4	Phase II	5	Phase III	1
SLC6A4-D014277	3	Phase I	4	Phase II	1
SLC6A4-D014549	3	Phase I	3	Phase I	1
SLC6A4-D014549	4	Phase II	6	Launched	1
SLC6A4-D014581	4	Phase II	4	Phase II	1
SLC6A4-D015518	4	Phase II	4	Phase II	1
SLC6A4-D016584	2	Preclinical	2	Preclinical	1
SLC6A4-D016584	6	Launched	6	Launched	1
SLC6A4-D018589	2	Preclinical	2	Preclinical	1
SLC6A4-D020388	2	Preclinical	2	Preclinical	1
SLC6A4-D020521	5	Phase III	6	Launched	1
SLC6A4-D051474	5	Phase III	5	Phase III	1
SLC6A4-D052018	6	Launched	6	Launched	2
SLC6A4-D056912	4	Phase II	5	Phase III	1
SLC6A4-D056912	6	Launched	6	Launched	1
SLC6A4-D059226	2	Preclinical	2	Preclinical	14
SLC6A4-D059226	2	Preclinical	5	Phase III	1
SLC6A4-D059226	3	Phase I	3	Phase I	9
SLC6A4-D059226	3	Phase I	5	Phase III	1
SLC6A4-D059226	4	Phase II	4	Phase II	2
SLC6A4-D059226	5	Phase III	5	Phase III	1
SLC6A4-D059226	6	Launched	6	Launched	5
SLC6A4-D059352	2	Preclinical	2	Preclinical	1
SLC6A4-D059352	3	Phase I	3	Phase I	1
SLC6A4-D059352	5	Phase III	5	Phase III	1
SLC6A4-D059352	6	Launched	6	Launched	2
SLC6A4-D061686	3	Phase I	3	Phase I	1
SLC6A4-D061686	4	Phase II	4	Phase II	1
SLC6A4-D061686	5	Phase III	5	Phase III	1
SLC6A4-D061686	6	Launched	6	Launched	1
SLC6A4-D065446	2	Preclinical	2	Preclinical	2
SLC6A4-D065631	4	Phase II	4	Phase II	1
SLC6A4-D065768	6	Launched	6	Launched	1
SLC6A4-D065886	5	Phase III	6	Launched	1
SLC6A5-D009437	2	Preclinical	2	Preclinical	4
SLC6A5-D009437	2	Preclinical	5	Phase III	1
SLC6A5-D010149	5	Phase III	5	Phase III	1
SLC6A5-D013119	2	Preclinical	2	Preclinical	2
SLC6A5-D059226	2	Preclinical	2	Preclinical	1
SLC6A5-D059352	2	Preclinical	5	Phase III	1
SLC6A7-D000544	4	Phase II	4	Phase II	1
SLC6A8-D008175	2	Preclinical	3	Phase I	1
SLC6A8-D008223	2	Preclinical	3	Phase I	1
SLC6A8-D009369	2	Preclinical	3	Phase I	1
SLC6A8-D010190	3	Phase I	3	Phase I	1
SLC6A8-D013274	3	Phase I	3	Phase I	1
SLC6A8-D015179	3	Phase I	3	Phase I	1
SLC6A9-D000437	4	Phase II	4	Phase II	1
SLC6A9-D000544	2	Preclinical	2	Preclinical	1
SLC6A9-D000544	3	Phase I	3	Phase I	1
SLC6A9-D000544	4	Phase II	5	Phase III	1
SLC6A9-D003072	2	Preclinical	2	Preclinical	2
SLC6A9-D003865	4	Phase II	4	Phase II	1
SLC6A9-D009422	2	Preclinical	2	Preclinical	1
SLC6A9-D009437	2	Preclinical	2	Preclinical	1
SLC6A9-D009771	4	Phase II	5	Phase III	1
SLC6A9-D012559	2	Preclinical	2	Preclinical	15
SLC6A9-D012559	3	Phase I	3	Phase I	7
SLC6A9-D012559	4	Phase II	4	Phase II	3
SLC6A9-D012559	5	Phase III	5	Phase III	2
SLC6A9-D013789	4	Phase II	5	Phase III	1
SLC6A9-D016584	4	Phase II	4	Phase II	1
SLC6A9-D046351	4	Phase II	5	Phase III	1
SLC7A10-D012559	2	Preclinical	2	Preclinical	2
SLC7A11-D000544	5	Phase III	5	Phase III	1
SLC7A11-D000690	2	Preclinical	2	Preclinical	3
SLC7A11-D000690	2	Preclinical	5	Phase III	1
SLC7A11-D000690	6	Launched	6	Launched	2
SLC7A11-D001008	5	Phase III	5	Phase III	1
SLC7A11-D001008	5	Phase III	6	Launched	1
SLC7A11-D001259	2	Preclinical	5	Phase III	1
SLC7A11-D001943	2	Preclinical	2	Preclinical	2
SLC7A11-D002289	2	Preclinical	2	Preclinical	2
SLC7A11-D003863	3	Phase I	6	Launched	1
SLC7A11-D005621	2	Preclinical	5	Phase III	1
SLC7A11-D008113	2	Preclinical	2	Preclinical	2
SLC7A11-D008545	2	Preclinical	2	Preclinical	1
SLC7A11-D009369	2	Preclinical	2	Preclinical	1
SLC7A11-D009422	2	Preclinical	2	Preclinical	1
SLC7A11-D009771	5	Phase III	5	Phase III	1
SLC7A11-D012559	2	Preclinical	2	Preclinical	1
SLC7A11-D014029	4	Phase II	4	Phase II	1
SLC7A11-D014256	4	Phase II	4	Phase II	1
SLC7A11-D015179	2	Preclinical	2	Preclinical	1
SLC7A11-D020754	5	Phase III	5	Phase III	1
SLC7A5-D001327	2	Preclinical	2	Preclinical	1
SLC7A5-D001932	3	Phase I	3	Phase I	1
SLC7A5-D001932	4	Phase II	4	Phase II	1
SLC7A5-D003920	2	Preclinical	2	Preclinical	1
SLC7A5-D005909	3	Phase I	3	Phase I	1
SLC7A5-D005909	4	Phase II	4	Phase II	1
SLC7A5-D008527	3	Phase I	3	Phase I	1
SLC7A5-D008527	4	Phase II	4	Phase II	1
SLC7A5-D009101	2	Preclinical	2	Preclinical	1
SLC7A5-D009103	2	Preclinical	5	Phase III	1
SLC7A5-D009369	2	Preclinical	2	Preclinical	4
SLC7A5-D009369	3	Phase I	3	Phase I	1
SLC7A5-D010190	5	Phase III	5	Phase III	1
SLC7A5-D015470	3	Phase I	3	Phase I	1
SLC8A1-D000070642	2	Preclinical	2	Preclinical	1
SLC8A1-D001145	2	Preclinical	2	Preclinical	1
SLC8A1-D002318	2	Preclinical	2	Preclinical	2
SLC8A1-D004827	4	Phase II	4	Phase II	1
SLC8A1-D004827	6	Launched	6	Launched	1
SLC8A1-D004828	2	Preclinical	2	Preclinical	1
SLC8A1-D004828	6	Launched	6	Launched	1
SLC8A1-D004832	2	Preclinical	6	Launched	1
SLC8A1-D006333	2	Preclinical	2	Preclinical	1
SLC8A1-D006333	4	Phase II	4	Phase II	1
SLC8A1-D006501	2	Preclinical	2	Preclinical	1
SLC8A1-D009103	2	Preclinical	2	Preclinical	1
SLC8A1-D009437	3	Phase I	6	Launched	1
SLC8A1-D010523	2	Preclinical	2	Preclinical	1
SLC8A1-D020194	5	Phase III	6	Launched	1
SLC8A1-D020329	3	Phase I	6	Launched	1
SLC8A1-D051474	4	Phase II	6	Launched	1
SLC9A1-D000787	2	Preclinical	2	Preclinical	2
SLC9A1-D001026	2	Preclinical	2	Preclinical	1
SLC9A1-D001281	2	Preclinical	4	Phase II	1
SLC9A1-D003920	2	Preclinical	2	Preclinical	1
SLC9A1-D006333	2	Preclinical	2	Preclinical	1
SLC9A1-D006333	3	Phase I	3	Phase I	1
SLC9A1-D006333	4	Phase II	4	Phase II	1
SLC9A1-D006976	2	Preclinical	4	Phase II	1
SLC9A1-D009202	2	Preclinical	4	Phase II	1
SLC9A1-D009203	2	Preclinical	4	Phase II	1
SLC9A1-D009203	4	Phase II	4	Phase II	1
SLC9A1-D020388	3	Phase I	4	Phase II	1
SLC9A3-D000079689	3	Phase I	6	Launched	1
SLC9A3-D001049	4	Phase II	4	Phase II	1
SLC9A3-D002318	2	Preclinical	2	Preclinical	1
SLC9A3-D003248	3	Phase I	6	Launched	1
SLC9A3-D004489	2	Preclinical	2	Preclinical	1
SLC9A3-D005767	2	Preclinical	2	Preclinical	1
SLC9A3-D005769	3	Phase I	6	Launched	1
SLC9A3-D006333	2	Preclinical	2	Preclinical	1
SLC9A3-D006333	3	Phase I	6	Launched	1
SLC9A3-D006973	2	Preclinical	2	Preclinical	1
SLC9A3-D006973	3	Phase I	6	Launched	1
SLC9A3-D007676	2	Preclinical	2	Preclinical	1
SLC9A3-D007676	4	Phase II	6	Launched	1
SLC9A3-D043183	6	Launched	6	Launched	1
SLC9A3-D051437	2	Preclinical	2	Preclinical	1
SLC9A3-D054559	6	Launched	6	Launched	1
SLIT2-D005923	4	Phase II	4	Phase II	1
SLIT2-D009404	3	Phase I	4	Phase II	1
SLITRK6-D001749	3	Phase I	3	Phase I	1
SLITRK6-D007680	3	Phase I	3	Phase I	1
SLITRK6-D014523	3	Phase I	3	Phase I	1
SLPI-D001249	2	Preclinical	2	Preclinical	1
SLPI-D009369	3	Phase I	3	Phase I	1
SLPI-D015179	2	Preclinical	2	Preclinical	1
SLPI-D029424	2	Preclinical	2	Preclinical	1
SLURP1-D009369	2	Preclinical	2	Preclinical	2
SMAD2-D010003	2	Preclinical	2	Preclinical	1
SMAD3-D009369	2	Preclinical	2	Preclinical	2
SMAD3-D010003	2	Preclinical	2	Preclinical	1
SMAD7-D002100	2	Preclinical	2	Preclinical	1
SMAD7-D003093	4	Phase II	4	Phase II	1
SMAD7-D003424	4	Phase II	4	Phase II	1
SMAD7-D015212	2	Preclinical	2	Preclinical	1
SMAD7-D018979	2	Preclinical	2	Preclinical	1
SMAD7-D020388	2	Preclinical	2	Preclinical	1
SMARCA2-D008545	3	Phase I	3	Phase I	1
SMARCA2-D009190	3	Phase I	3	Phase I	1
SMARCA2-D009369	2	Preclinical	2	Preclinical	5
SMARCA2-D009369	2	Preclinical	3	Phase I	1
SMARCA2-D015470	3	Phase I	3	Phase I	1
SMARCA2-D019337	3	Phase I	3	Phase I	1
SMARCA4-D008113	2	Preclinical	2	Preclinical	1
SMARCA4-D008545	3	Phase I	3	Phase I	1
SMARCA4-D009190	3	Phase I	3	Phase I	1
SMARCA4-D009369	2	Preclinical	2	Preclinical	3
SMARCA4-D009369	2	Preclinical	3	Phase I	1
SMARCA4-D015470	3	Phase I	3	Phase I	1
SMARCA4-D019337	3	Phase I	3	Phase I	1
SMN1-D001932	2	Preclinical	2	Preclinical	1
SMN1-D005909	2	Preclinical	2	Preclinical	1
SMN1-D008175	2	Preclinical	2	Preclinical	1
SMN1-D008527	2	Preclinical	2	Preclinical	1
SMN1-D009134	2	Preclinical	2	Preclinical	9
SMN1-D009134	6	Launched	6	Launched	1
SMN1-D010190	2	Preclinical	2	Preclinical	1
SMN2-D006816	4	Phase II	4	Phase II	1
SMN2-D009134	2	Preclinical	2	Preclinical	8
SMN2-D009134	4	Phase II	4	Phase II	2
SMN2-D009134	6	Launched	6	Launched	2
SMO-D001478	5	Phase III	5	Phase III	1
SMO-D001478	5	Phase III	6	Launched	1
SMO-D001932	2	Preclinical	2	Preclinical	1
SMO-D001932	3	Phase I	3	Phase I	1
SMO-D001932	3	Phase I	4	Phase II	1
SMO-D001932	4	Phase II	6	Launched	1
SMO-D001943	3	Phase I	4	Phase II	1
SMO-D001943	3	Phase I	6	Launched	2
SMO-D002289	3	Phase I	4	Phase II	1
SMO-D002813	4	Phase II	4	Phase II	1
SMO-D004938	3	Phase I	4	Phase II	1
SMO-D004938	3	Phase I	6	Launched	1
SMO-D005909	2	Preclinical	2	Preclinical	1
SMO-D005909	3	Phase I	3	Phase I	1
SMO-D005909	3	Phase I	4	Phase II	1
SMO-D005909	4	Phase II	6	Launched	1
SMO-D007938	3	Phase I	3	Phase I	1
SMO-D008113	3	Phase I	4	Phase II	1
SMO-D008113	3	Phase I	6	Launched	1
SMO-D008113	4	Phase II	6	Launched	1
SMO-D008175	2	Preclinical	3	Phase I	1
SMO-D008223	3	Phase I	6	Launched	1
SMO-D008527	2	Preclinical	2	Preclinical	1
SMO-D008527	3	Phase I	3	Phase I	1
SMO-D008527	3	Phase I	4	Phase II	1
SMO-D008527	4	Phase II	6	Launched	1
SMO-D009101	3	Phase I	4	Phase II	1
SMO-D009190	4	Phase II	6	Launched	1
SMO-D009369	2	Preclinical	2	Preclinical	7
SMO-D009369	2	Preclinical	3	Phase I	1
SMO-D009369	3	Phase I	3	Phase I	1
SMO-D009369	3	Phase I	4	Phase II	2
SMO-D009369	4	Phase II	4	Phase II	2
SMO-D009369	4	Phase II	6	Launched	2
SMO-D009447	4	Phase II	6	Launched	1
SMO-D010051	2	Preclinical	3	Phase I	1
SMO-D010051	3	Phase I	4	Phase II	1
SMO-D010051	6	Launched	6	Launched	1
SMO-D010190	3	Phase I	6	Launched	1
SMO-D010190	4	Phase II	4	Phase II	1
SMO-D010190	4	Phase II	6	Launched	1
SMO-D011471	2	Preclinical	2	Preclinical	1
SMO-D011471	2	Preclinical	3	Phase I	1
SMO-D011471	3	Phase I	4	Phase II	1
SMO-D011471	3	Phase I	6	Launched	1
SMO-D012208	3	Phase I	4	Phase II	1
SMO-D012208	4	Phase II	6	Launched	1
SMO-D012516	4	Phase II	6	Launched	1
SMO-D013274	3	Phase I	4	Phase II	1
SMO-D013274	3	Phase I	6	Launched	1
SMO-D015179	3	Phase I	6	Launched	1
SMO-D015179	4	Phase II	6	Launched	1
SMO-D015464	4	Phase II	4	Phase II	1
