ti_uid	gene	indication_mesh_id	indication_mesh_term
INS-D003924	INS	D003924	Diabetes Mellitus, Type 2
INSR-D003920	INSR	D003920	Diabetes Mellitus
INSR-D003922	INSR	D003922	Diabetes Mellitus, Type 1
INSR-D003924	INSR	D003924	Diabetes Mellitus, Type 2
IRAK1-D013921	IRAK1	D013921	Thrombocytopenia
IRAK1-D055728	IRAK1	D055728	Primary Myelofibrosis
ITGA2B-D000789	ITGA2B	D000789	Angina, Unstable
ITGA2B-D003328	ITGA2B	D003328	Coronary Thrombosis
ITGA2B-D009203	ITGA2B	D009203	Myocardial Infarction
ITGA2B-D013514	ITGA2B	D013514	Surgical Procedures, Operative
ITGA2B-D023903	ITGA2B	D023903	Coronary Restenosis
ITGA2B-D054058	ITGA2B	D054058	Acute Coronary Syndrome
ITGA4-D003093	ITGA4	D003093	Colitis, Ulcerative
ITGA4-D003424	ITGA4	D003424	Crohn Disease
ITGA4-D019449	ITGA4	D019449	Pouchitis
ITGA4-D020528	ITGA4	D020528	Multiple Sclerosis, Chronic Progressive
ITGA4-D020529	ITGA4	D020529	Multiple Sclerosis, Relapsing-Remitting
ITGAL-D011565	ITGAL	D011565	Psoriasis
ITGAL-D015352	ITGAL	D015352	Dry Eye Syndromes
ITGAV-D000789	ITGAV	D000789	Angina, Unstable
ITGAV-D003328	ITGAV	D003328	Coronary Thrombosis
ITGAV-D013514	ITGAV	D013514	Surgical Procedures, Operative
ITGAV-D023903	ITGAV	D023903	Coronary Restenosis
ITGB1-D003424	ITGB1	D003424	Crohn Disease
ITGB1-D020528	ITGB1	D020528	Multiple Sclerosis, Chronic Progressive
ITGB1-D020529	ITGB1	D020529	Multiple Sclerosis, Relapsing-Remitting
ITGB2-D000789	ITGB2	D000789	Angina, Unstable
ITGB2-D003328	ITGB2	D003328	Coronary Thrombosis
ITGB2-D013514	ITGB2	D013514	Surgical Procedures, Operative
ITGB2-D023903	ITGB2	D023903	Coronary Restenosis
ITGB3-D000789	ITGB3	D000789	Angina, Unstable
ITGB3-D003328	ITGB3	D003328	Coronary Thrombosis
ITGB3-D009203	ITGB3	D009203	Myocardial Infarction
ITGB3-D013514	ITGB3	D013514	Surgical Procedures, Operative
ITGB3-D023903	ITGB3	D023903	Coronary Restenosis
ITGB3-D054058	ITGB3	D054058	Acute Coronary Syndrome
ITGB7-D003093	ITGB7	D003093	Colitis, Ulcerative
ITGB7-D003424	ITGB7	D003424	Crohn Disease
ITGB7-D019449	ITGB7	D019449	Pouchitis
ITGB7-D020528	ITGB7	D020528	Multiple Sclerosis, Chronic Progressive
ITGB7-D020529	ITGB7	D020529	Multiple Sclerosis, Relapsing-Remitting
JAK1-D000080424	JAK1	D000080424	Cytokine Release Syndrome
JAK1-D000086382	JAK1	D000086382	COVID-19
JAK1-D000506	JAK1	D000506	Alopecia Areata
JAK1-D001171	JAK1	D001171	Arthritis, Juvenile
JAK1-D001172	JAK1	D001172	Arthritis, Rheumatoid
JAK1-D003093	JAK1	D003093	Colitis, Ulcerative
JAK1-D003876	JAK1	D003876	Dermatitis, Atopic
JAK1-D006086	JAK1	D006086	Graft vs Host Disease
JAK1-D011087	JAK1	D011087	Polycythemia Vera
JAK1-D011565	JAK1	D011565	Psoriasis
JAK1-D013167	JAK1	D013167	Spondylitis, Ankylosing
JAK1-D014820	JAK1	D014820	Vitiligo
JAK1-D015535	JAK1	D015535	Arthritis, Psoriatic
JAK1-D055728	JAK1	D055728	Primary Myelofibrosis
JAK2-D000080424	JAK2	D000080424	Cytokine Release Syndrome
JAK2-D000086382	JAK2	D000086382	COVID-19
JAK2-D000506	JAK2	D000506	Alopecia Areata
JAK2-D001172	JAK2	D001172	Arthritis, Rheumatoid
JAK2-D003876	JAK2	D003876	Dermatitis, Atopic
JAK2-D006086	JAK2	D006086	Graft vs Host Disease
JAK2-D011087	JAK2	D011087	Polycythemia Vera
JAK2-D013921	JAK2	D013921	Thrombocytopenia
JAK2-D013922	JAK2	D013922	Thrombocytosis
JAK2-D014820	JAK2	D014820	Vitiligo
JAK2-D055728	JAK2	D055728	Primary Myelofibrosis
JAK3-D000506	JAK3	D000506	Alopecia Areata
JAK3-D001171	JAK3	D001171	Arthritis, Juvenile
JAK3-D001172	JAK3	D001172	Arthritis, Rheumatoid
JAK3-D003093	JAK3	D003093	Colitis, Ulcerative
JAK3-D003876	JAK3	D003876	Dermatitis, Atopic
JAK3-D011565	JAK3	D011565	Psoriasis
JAK3-D013167	JAK3	D013167	Spondylitis, Ankylosing
JAK3-D015535	JAK3	D015535	Arthritis, Psoriatic
KCNH2-D001281	KCNH2	D001281	Atrial Fibrillation
KCNH2-D014693	KCNH2	D014693	Ventricular Fibrillation
KCNJ11-D003920	KCNJ11	D003920	Diabetes Mellitus
KCNJ11-D003924	KCNJ11	D003924	Diabetes Mellitus, Type 2
KCNJ8-D000505	KCNJ8	D000505	Alopecia
KCNJ8-D000506	KCNJ8	D000506	Alopecia Areata
KCNJ8-D000787	KCNJ8	D000787	Angina Pectoris
KCNMA1-D005901	KCNMA1	D005901	Glaucoma
KCNQ2-D004828	KCNQ2	D004828	Epilepsies, Partial
KCNQ3-D004828	KCNQ3	D004828	Epilepsies, Partial
KDR-D002289	KDR	D002289	Carcinoma, Non-Small-Cell Lung
KDR-D004686	KDR	D004686	Encephalomyocarditis virus
KDR-D004938	KDR	D004938	Esophageal Neoplasms
KDR-D005185	KDR	D005185	Fallopian Tube Neoplasms
KDR-D007680	KDR	D007680	Kidney Neoplasms
KDR-D007946	KDR	D007946	Leukemia, Mast-Cell
KDR-D008113	KDR	D008113	Liver Neoplasms
KDR-D008269	KDR	D008269	Macular Edema
KDR-D008415	KDR	D008415	Mastocytosis
KDR-D009216	KDR	D009216	Myopia
KDR-D010051	KDR	D010051	Ovarian Neoplasms
KDR-D010190	KDR	D010190	Pancreatic Neoplasms
KDR-D010534	KDR	D010534	Peritoneal Neoplasms
KDR-D012509	KDR	D012509	Sarcoma
KDR-D013274	KDR	D013274	Stomach Neoplasms
KDR-D013964	KDR	D013964	Thyroid Neoplasms
KDR-D015179	KDR	D015179	Colorectal Neoplasms
KDR-D015470	KDR	D015470	Leukemia, Myeloid, Acute
KDR-D016889	KDR	D016889	Endometrial Neoplasms
KDR-D018278	KDR	D018278	Carcinoma, Neuroendocrine
KDR-D018358	KDR	D018358	Neuroendocrine Tumors
KDR-D046152	KDR	D046152	Gastrointestinal Stromal Tumors
KDR-D054990	KDR	D054990	Idiopathic Pulmonary Fibrosis
KDR-D055752	KDR	D055752	Small Cell Lung Carcinoma
KDR-D057135	KDR	D057135	Wet Macular Degeneration
KIT-D000690	KIT	D000690	Amyotrophic Lateral Sclerosis
KIT-D000740	KIT	D000740	Anemia
KIT-D004686	KIT	D004686	Encephalomyocarditis virus
KIT-D005185	KIT	D005185	Fallopian Tube Neoplasms
KIT-D006976	KIT	D006976	Hypertension, Pulmonary
KIT-D007680	KIT	D007680	Kidney Neoplasms
KIT-D007946	KIT	D007946	Leukemia, Mast-Cell
KIT-D008113	KIT	D008113	Liver Neoplasms
KIT-D008415	KIT	D008415	Mastocytosis
KIT-D009190	KIT	D009190	Myelodysplastic Syndromes
KIT-D010051	KIT	D010051	Ovarian Neoplasms
KIT-D010190	KIT	D010190	Pancreatic Neoplasms
KIT-D010534	KIT	D010534	Peritoneal Neoplasms
KIT-D012509	KIT	D012509	Sarcoma
KIT-D013586	KIT	D013586	Synovitis, Pigmented Villonodular
KIT-D013921	KIT	D013921	Thrombocytopenia
KIT-D013964	KIT	D013964	Thyroid Neoplasms
KIT-D015179	KIT	D015179	Colorectal Neoplasms
KIT-D015464	KIT	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
KIT-D015470	KIT	D015470	Leukemia, Myeloid, Acute
KIT-D016889	KIT	D016889	Endometrial Neoplasms
KIT-D017681	KIT	D017681	Hypereosinophilic Syndrome
KIT-D018358	KIT	D018358	Neuroendocrine Tumors
KIT-D019650	KIT	D019650	Hematopoietic Stem Cell Mobilization
KIT-D046152	KIT	D046152	Gastrointestinal Stromal Tumors
KIT-D054198	KIT	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
KIT-D055728	KIT	D055728	Primary Myelofibrosis
KLK3-D011470	KLK3	D011470	Prostatic Hyperplasia
KLK3-D011472	KLK3	D011472	Prostatitis
KLKB1-D054179	KLKB1	D054179	Angioedemas, Hereditary
KRAS-D002289	KRAS	D002289	Carcinoma, Non-Small-Cell Lung
LCK-D015464	LCK	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
LCK-D054198	LCK	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
LEPR-D008060	LEPR	D008060	Lipodystrophy
LHCGR-D003456	LHCGR	D003456	Cryptorchidism
LHCGR-D007006	LHCGR	D007006	Hypogonadism
LHCGR-D007247	LHCGR	D007247	Infertility, Female
LHCGR-D007248	LHCGR	D007248	Infertility, Male
LHCGR-D011085	LHCGR	D011085	Polycystic Ovary Syndrome
LIPA-C531854	LIPA	C531854	Lysosomal acid lipase deficiency
LPL-D006561	LPL	D006561	Herpes Simplex
LPL-D008072	LPL	D008072	Hyperlipoproteinemia Type I
LYN-D000690	LYN	D000690	Amyotrophic Lateral Sclerosis
LYN-D002289	LYN	D002289	Carcinoma, Non-Small-Cell Lung
LYN-D004686	LYN	D004686	Encephalomyocarditis virus
LYN-D008415	LYN	D008415	Mastocytosis
LYN-D010190	LYN	D010190	Pancreatic Neoplasms
LYN-D015464	LYN	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
LYN-D046152	LYN	D046152	Gastrointestinal Stromal Tumors
LYN-D054198	LYN	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
LYN-D054990	LYN	D054990	Idiopathic Pulmonary Fibrosis
MAN2B1-D008363	MAN2B1	D008363	alpha-Mannosidosis
MAOA-D003865	MAOA	D003865	Depressive Disorder, Major
MAOB-D003865	MAOB	D003865	Depressive Disorder, Major
MAOB-D010300	MAOB	D010300	Parkinson Disease
MAP2K1-D002289	MAP2K1	D002289	Carcinoma, Non-Small-Cell Lung
MAP2K1-D006646	MAP2K1	D006646	Histiocytosis, Langerhans-Cell
MAP2K1-D008545	MAP2K1	D008545	Melanoma
MAP2K1-D009456	MAP2K1	D009456	Neurofibromatosis 1
MAP2K1-D013964	MAP2K1	D013964	Thyroid Neoplasms
MAP2K1-D015179	MAP2K1	D015179	Colorectal Neoplasms
MAP2K2-D002289	MAP2K2	D002289	Carcinoma, Non-Small-Cell Lung
MAP2K2-D006646	MAP2K2	D006646	Histiocytosis, Langerhans-Cell
MAP2K2-D008545	MAP2K2	D008545	Melanoma
MAP2K2-D009456	MAP2K2	D009456	Neurofibromatosis 1
MAP2K2-D013964	MAP2K2	D013964	Thyroid Neoplasms
MAP2K2-D015179	MAP2K2	D015179	Colorectal Neoplasms
MAPK14-D054990	MAPK14	D054990	Idiopathic Pulmonary Fibrosis
MASP2-D006086	MASP2	D006086	Graft vs Host Disease
MASP2-D057049	MASP2	D057049	Thrombotic Microangiopathies
MC1R-D046351	MC1R	D046351	Protoporphyria, Erythropoietic
MC4R-D008661	MC4R	D008661	Metabolism, Inborn Errors
MC4R-D009765	MC4R	D009765	Obesity
MC4R-D012735	MC4R	D012735	Sexual Dysfunction, Physiological
MC4R-D020018	MC4R	D020018	Sexual Dysfunctions, Psychological
MC4R-D020788	MC4R	D020788	Bardet-Biedl Syndrome
MC4R-D056769	MC4R	D056769	Alstrom Syndrome
MME-D003967	MME	D003967	Diarrhea
MME-D008659	MME	D008659	Metabolic Diseases
MMP1-D000152	MMP1	D000152	Acne Vulgaris
MMP1-D010518	MMP1	D010518	Periodontitis
MMP1-D012393	MMP1	D012393	Rosacea
MPL-D000741	MPL	D000741	Anemia, Aplastic
MPL-D013921	MPL	D013921	Thrombocytopenia
MPL-D016553	MPL	D016553	Purpura, Thrombocytopenic, Idiopathic
MS4A1-D001172	MS4A1	D001172	Arthritis, Rheumatoid
MS4A1-D006689	MS4A1	D006689	Hodgkin Disease
MS4A1-D007249	MS4A1	D007249	Inflammation
MS4A1-D008224	MS4A1	D008224	Lymphoma, Follicular
MS4A1-D008228	MS4A1	D008228	Lymphoma, Non-Hodgkin
MS4A1-D008232	MS4A1	D008232	Lymphoproliferative Disorders
MS4A1-D008545	MS4A1	D008545	Melanoma
MS4A1-D010392	MS4A1	D010392	Pemphigus
MS4A1-D011697	MS4A1	D011697	Purpura, Thrombotic Thrombocytopenic
MS4A1-D014657	MS4A1	D014657	Vasculitis
MS4A1-D014890	MS4A1	D014890	Granulomatosis with Polyangiitis
MS4A1-D015451	MS4A1	D015451	Leukemia, Lymphocytic, Chronic, B-Cell
MS4A1-D016393	MS4A1	D016393	Lymphoma, B-Cell
MS4A1-D016403	MS4A1	D016403	Lymphoma, Large B-Cell, Diffuse
MS4A1-D016553	MS4A1	D016553	Purpura, Thrombocytopenic, Idiopathic
MS4A1-D020522	MS4A1	D020522	Lymphoma, Mantle-Cell
MS4A1-D020528	MS4A1	D020528	Multiple Sclerosis, Chronic Progressive
MS4A1-D020529	MS4A1	D020529	Multiple Sclerosis, Relapsing-Remitting
MS4A1-D055953	MS4A1	D055953	Microscopic Polyangiitis
MT-ND4-D029242	MT-ND4	D029242	Optic Atrophy, Hereditary, Leber
MTNR1A-D001714	MTNR1A	D001714	Bipolar Disorder
MTNR1A-D007319	MTNR1A	D007319	Sleep Initiation and Maintenance Disorders
MTNR1A-D012893	MTNR1A	D012893	Sleep Wake Disorders
MTNR1A-D020178	MTNR1A	D020178	Sleep Disorders, Circadian Rhythm
MTNR1A-D058496	MTNR1A	D058496	Smith-Magenis Syndrome
MTNR1B-D001714	MTNR1B	D001714	Bipolar Disorder
MTNR1B-D007319	MTNR1B	D007319	Sleep Initiation and Maintenance Disorders
MTNR1B-D012893	MTNR1B	D012893	Sleep Wake Disorders
MTNR1B-D020178	MTNR1B	D020178	Sleep Disorders, Circadian Rhythm
MTNR1B-D058496	MTNR1B	D058496	Smith-Magenis Syndrome
MTOR-D001932	MTOR	D001932	Brain Neoplasms
MTOR-D001943	MTOR	D001943	Breast Neoplasms
MTOR-D005909	MTOR	D005909	Glioblastoma
MTOR-D006086	MTOR	D006086	Graft vs Host Disease
MTOR-D007680	MTOR	D007680	Kidney Neoplasms
MTOR-D008527	MTOR	D008527	Medulloblastoma
MTOR-D009456	MTOR	D009456	Neurofibromatosis 1
MTOR-D014402	MTOR	D014402	Tuberous Sclerosis
MTOR-D014605	MTOR	D014605	Uveitis
MTOR-D018192	MTOR	D018192	Lymphangioleiomyomatosis
MTOR-D018358	MTOR	D018358	Neuroendocrine Tumors
MTOR-D020522	MTOR	D020522	Lymphoma, Mantle-Cell
MTOR-D023903	MTOR	D023903	Coronary Restenosis
MTOR-D044148	MTOR	D044148	Lymphatic Abnormalities
MTOR-D054973	MTOR	D054973	Perivascular Epithelioid Cell Neoplasms
MTTP-D006937	MTTP	D006937	Hypercholesterolemia
MTTP-D006938	MTTP	D006938	Hyperlipoproteinemia Type II
NECTIN4-D001749	NECTIN4	D001749	Urinary Bladder Neoplasms
NFE2L2-D005621	NFE2L2	D005621	Friedreich Ataxia
NFE2L2-D009394	NFE2L2	D009394	Nephritis, Hereditary
NFE2L2-D011565	NFE2L2	D011565	Psoriasis
NFE2L2-D020529	NFE2L2	D020529	Multiple Sclerosis, Relapsing-Remitting
NFKB1-D000075363	NFKB1	D000075363	Immunoglobulin Light-chain Amyloidosis
NFKB1-D008224	NFKB1	D008224	Lymphoma, Follicular
NFKB1-D009101	NFKB1	D009101	Multiple Myeloma
NFKB1-D016403	NFKB1	D016403	Lymphoma, Large B-Cell, Diffuse
NFKB1-D020522	NFKB1	D020522	Lymphoma, Mantle-Cell
NGF-D059352	NGF	D059352	Musculoskeletal Pain
NGFR-D007634	NGFR	D007634	Keratitis
NPC1L1-D006937	NPC1L1	D006937	Hypercholesterolemia
NPC1L1-D006938	NPC1L1	D006938	Hyperlipoproteinemia Type II
NPC1L1-D050171	NPC1L1	D050171	Dyslipidemias
NPR1-D006333	NPR1	D006333	Heart Failure
NR1H4-C535933	NR1H4	C535933	Cholestasis, progressive familial intrahepatic 1
NR1H4-D008105	NR1H4	D008105	Liver Cirrhosis, Biliary
NR1H4-D008107	NR1H4	D008107	Liver Diseases
NR1H4-D011537	NR1H4	D011537	Pruritus
NR1H4-D016738	NR1H4	D016738	Alagille Syndrome
NR1H4-D042882	NR1H4	D042882	Gallstones
NR1H4-D065626	NR1H4	D065626	Non-alcoholic Fatty Liver Disease
NR3C1-D000075262	NR3C1	D000075262	Hypoadrenocorticism, Familial
NR3C1-D000224	NR3C1	D000224	Addison Disease
NR3C1-D001172	NR3C1	D001172	Arthritis, Rheumatoid
NR3C1-D001249	NR3C1	D001249	Asthma
NR3C1-D002386	NR3C1	D002386	Cataract
NR3C1-D003092	NR3C1	D003092	Colitis
NR3C1-D003093	NR3C1	D003093	Colitis, Ulcerative
NR3C1-D003233	NR3C1	D003233	Conjunctivitis, Allergic
NR3C1-D003424	NR3C1	D003424	Crohn Disease
NR3C1-D003440	NR3C1	D003440	Croup
NR3C1-D003876	NR3C1	D003876	Dermatitis, Atopic
NR3C1-D003930	NR3C1	D003930	Diabetic Retinopathy
NR3C1-D005128	NR3C1	D005128	Eye Diseases
NR3C1-D005922	NR3C1	D005922	Glomerulonephritis, IGA
NR3C1-D006255	NR3C1	D006255	Rhinitis, Allergic, Seasonal
NR3C1-D006967	NR3C1	D006967	Hypersensitivity
NR3C1-D007249	NR3C1	D007249	Inflammation
NR3C1-D008180	NR3C1	D008180	Lupus Erythematosus, Systemic
NR3C1-D008269	NR3C1	D008269	Macular Edema
NR3C1-D008659	NR3C1	D008659	Metabolic Diseases
NR3C1-D009080	NR3C1	D009080	Mucocutaneous Lymph Node Syndrome
NR3C1-D009101	NR3C1	D009101	Multiple Myeloma
NR3C1-D009298	NR3C1	D009298	Nasal Polyps
NR3C1-D009369	NR3C1	D009369	Neoplasms
NR3C1-D010149	NR3C1	D010149	Pain, Postoperative
NR3C1-D011111	NR3C1	D011111	Polymyalgia Rheumatica
NR3C1-D011349	NR3C1	D011349	Proctitis
NR3C1-D011565	NR3C1	D011565	Psoriasis
NR3C1-D012170	NR3C1	D012170	Retinal Vein Occlusion
NR3C1-D012220	NR3C1	D012220	Rhinitis
NR3C1-D012221	NR3C1	D012221	Rhinitis, Allergic, Perennial
NR3C1-D012628	NR3C1	D012628	Dermatitis, Seborrheic
NR3C1-D012852	NR3C1	D012852	Sinusitis
NR3C1-D012874	NR3C1	D012874	Skin Diseases, Infectious
NR3C1-D013167	NR3C1	D013167	Spondylitis, Ankylosing
NR3C1-D014605	NR3C1	D014605	Uveitis
NR3C1-D015535	NR3C1	D015535	Arthritis, Psoriatic
NR3C1-D020388	NR3C1	D020388	Muscular Dystrophy, Duchenne
NR3C1-D029424	NR3C1	D029424	Pulmonary Disease, Chronic Obstructive
NR3C1-D046728	NR3C1	D046728	Colitis, Microscopic
NR3C1-D047748	NR3C1	D047748	Pituitary ACTH Hypersecretion
NR3C1-D057765	NR3C1	D057765	Eosinophilic Esophagitis
NR3C1-D065631	NR3C1	D065631	Rhinitis, Allergic
NTRK1-D002289	NTRK1	D002289	Carcinoma, Non-Small-Cell Lung
NTRK1-D009369	NTRK1	D009369	Neoplasms
NTRK2-D002289	NTRK2	D002289	Carcinoma, Non-Small-Cell Lung
NTRK2-D009369	NTRK2	D009369	Neoplasms
NTRK3-D002289	NTRK3	D002289	Carcinoma, Non-Small-Cell Lung
NTRK3-D009369	NTRK3	D009369	Neoplasms
ODC1-D009101	ODC1	D009101	Multiple Myeloma
OPRD1-D000072716	OPRD1	D000072716	Cancer Pain
OPRD1-D000079689	OPRD1	D000079689	Opioid-Induced Constipation
OPRD1-D000758	OPRD1	D000758	Anesthesia
OPRD1-D009293	OPRD1	D009293	Opioid-Related Disorders
OPRD1-D009325	OPRD1	D009325	Nausea
OPRD1-D009437	OPRD1	D009437	Neuralgia
OPRD1-D010149	OPRD1	D010149	Pain, Postoperative
OPRD1-D014839	OPRD1	D014839	Vomiting
OPRD1-D019966	OPRD1	D019966	Substance-Related Disorders
OPRD1-D043183	OPRD1	D043183	Irritable Bowel Syndrome
OPRD1-D059226	OPRD1	D059226	Nociceptive Pain
OPRD1-D059352	OPRD1	D059352	Musculoskeletal Pain
OPRK1-D000072716	OPRK1	D000072716	Cancer Pain
OPRK1-D000079689	OPRK1	D000079689	Opioid-Induced Constipation
OPRK1-D000437	OPRK1	D000437	Alcoholism
OPRK1-D000758	OPRK1	D000758	Anesthesia
OPRK1-D001327	OPRK1	D001327	Autoimmune Diseases
OPRK1-D003424	OPRK1	D003424	Crohn Disease
OPRK1-D003929	OPRK1	D003929	Diabetic Neuropathies
OPRK1-D004415	OPRK1	D004415	Dyspepsia
OPRK1-D009103	OPRK1	D009103	Multiple Sclerosis
OPRK1-D009293	OPRK1	D009293	Opioid-Related Disorders
OPRK1-D009325	OPRK1	D009325	Nausea
OPRK1-D009369	OPRK1	D009369	Neoplasms
OPRK1-D009437	OPRK1	D009437	Neuralgia
OPRK1-D010149	OPRK1	D010149	Pain, Postoperative
OPRK1-D011537	OPRK1	D011537	Pruritus
OPRK1-D014839	OPRK1	D014839	Vomiting
OPRK1-D015658	OPRK1	D015658	HIV Infections
OPRK1-D018805	OPRK1	D018805	Sepsis
OPRK1-D019966	OPRK1	D019966	Substance-Related Disorders
OPRK1-D043183	OPRK1	D043183	Irritable Bowel Syndrome
OPRK1-D059226	OPRK1	D059226	Nociceptive Pain
OPRK1-D059352	OPRK1	D059352	Musculoskeletal Pain
OPRK1-D064420	OPRK1	D064420	Drug-Related Side Effects and Adverse Reactions
OPRM1-D000072716	OPRM1	D000072716	Cancer Pain
OPRM1-D000079689	OPRM1	D000079689	Opioid-Induced Constipation
OPRM1-D000437	OPRM1	D000437	Alcoholism
OPRM1-D000758	OPRM1	D000758	Anesthesia
OPRM1-D001327	OPRM1	D001327	Autoimmune Diseases
OPRM1-D003139	OPRM1	D003139	Common Cold
OPRM1-D003371	OPRM1	D003371	Cough
OPRM1-D003424	OPRM1	D003424	Crohn Disease
OPRM1-D003929	OPRM1	D003929	Diabetic Neuropathies
OPRM1-D009103	OPRM1	D009103	Multiple Sclerosis
OPRM1-D009293	OPRM1	D009293	Opioid-Related Disorders
OPRM1-D009325	OPRM1	D009325	Nausea
OPRM1-D009369	OPRM1	D009369	Neoplasms
OPRM1-D009437	OPRM1	D009437	Neuralgia
OPRM1-D010149	OPRM1	D010149	Pain, Postoperative
OPRM1-D014839	OPRM1	D014839	Vomiting
OPRM1-D015658	OPRM1	D015658	HIV Infections
OPRM1-D018805	OPRM1	D018805	Sepsis
OPRM1-D019966	OPRM1	D019966	Substance-Related Disorders
OPRM1-D043183	OPRM1	D043183	Irritable Bowel Syndrome
OPRM1-D045823	OPRM1	D045823	Ileus
OPRM1-D059226	OPRM1	D059226	Nociceptive Pain
OPRM1-D059352	OPRM1	D059352	Musculoskeletal Pain
OPRM1-D061686	OPRM1	D061686	Premature Ejaculation
OPRM1-D064420	OPRM1	D064420	Drug-Related Side Effects and Adverse Reactions
OXTR-D006473	OXTR	D006473	Postpartum Hemorrhage
OXTR-D011218	OXTR	D011218	Prader-Willi Syndrome
P2RX3-D003371	P2RX3	D003371	Cough
PAH-D010661	PAH	D010661	Phenylketonurias
PAH-D020754	PAH	D020754	Spinocerebellar Ataxias
PARP1-D001943	PARP1	D001943	Breast Neoplasms
PARP1-D005185	PARP1	D005185	Fallopian Tube Neoplasms
PARP1-D010051	PARP1	D010051	Ovarian Neoplasms
PARP1-D010190	PARP1	D010190	Pancreatic Neoplasms
PARP1-D010534	PARP1	D010534	Peritoneal Neoplasms
PARP1-D011471	PARP1	D011471	Prostatic Neoplasms
PARP2-D001943	PARP2	D001943	Breast Neoplasms
PARP2-D005185	PARP2	D005185	Fallopian Tube Neoplasms
PARP2-D010051	PARP2	D010051	Ovarian Neoplasms
PARP2-D010190	PARP2	D010190	Pancreatic Neoplasms
PARP2-D010534	PARP2	D010534	Peritoneal Neoplasms
PARP2-D011471	PARP2	D011471	Prostatic Neoplasms
PARP3-D005185	PARP3	D005185	Fallopian Tube Neoplasms
PARP3-D010051	PARP3	D010051	Ovarian Neoplasms
PARP3-D010534	PARP3	D010534	Peritoneal Neoplasms
PARP3-D011471	PARP3	D011471	Prostatic Neoplasms
PCSK9-D006937	PCSK9	D006937	Hypercholesterolemia
PCSK9-D006938	PCSK9	D006938	Hyperlipoproteinemia Type II
PCSK9-D006949	PCSK9	D006949	Hyperlipidemias
PCSK9-D050197	PCSK9	D050197	Atherosclerosis
PDCD1-D001005	PDCD1	D001005	Anus Neoplasms
PDCD1-D001749	PDCD1	D001749	Urinary Bladder Neoplasms
PDCD1-D001943	PDCD1	D001943	Breast Neoplasms
PDCD1-D002289	PDCD1	D002289	Carcinoma, Non-Small-Cell Lung
PDCD1-D002583	PDCD1	D002583	Uterine Cervical Neoplasms
PDCD1-D004938	PDCD1	D004938	Esophageal Neoplasms
PDCD1-D006258	PDCD1	D006258	Head and Neck Neoplasms
PDCD1-D006689	PDCD1	D006689	Hodgkin Disease
PDCD1-D007680	PDCD1	D007680	Kidney Neoplasms
PDCD1-D008113	PDCD1	D008113	Liver Neoplasms
PDCD1-D008545	PDCD1	D008545	Melanoma
PDCD1-D008654	PDCD1	D008654	Mesothelioma
PDCD1-D009303	PDCD1	D009303	Nasopharyngeal Neoplasms
PDCD1-D009369	PDCD1	D009369	Neoplasms
PDCD1-D013274	PDCD1	D013274	Stomach Neoplasms
PDCD1-D014523	PDCD1	D014523	Urethral Neoplasms
PDCD1-D015179	PDCD1	D015179	Colorectal Neoplasms
PDCD1-D015266	PDCD1	D015266	Carcinoma, Merkel Cell
PDCD1-D016393	PDCD1	D016393	Lymphoma, B-Cell
PDCD1-D016411	PDCD1	D016411	Lymphoma, T-Cell, Peripheral
PDCD1-D016889	PDCD1	D016889	Endometrial Neoplasms
PDCD1-D018295	PDCD1	D018295	Neoplasms, Basal Cell
PDCD1-D018307	PDCD1	D018307	Neoplasms, Squamous Cell
PDCD1-D055752	PDCD1	D055752	Small Cell Lung Carcinoma
PDE4A-D001249	PDE4A	D001249	Asthma
PDE4A-D001528	PDE4A	D001528	Behcet Syndrome
PDE4A-D003876	PDE4A	D003876	Dermatitis, Atopic
PDE4A-D011565	PDE4A	D011565	Psoriasis
PDE4A-D015535	PDE4A	D015535	Arthritis, Psoriatic
PDE4A-D029424	PDE4A	D029424	Pulmonary Disease, Chronic Obstructive
PDE4B-D001249	PDE4B	D001249	Asthma
PDE4B-D001528	PDE4B	D001528	Behcet Syndrome
PDE4B-D003876	PDE4B	D003876	Dermatitis, Atopic
PDE4B-D011565	PDE4B	D011565	Psoriasis
PDE4B-D015535	PDE4B	D015535	Arthritis, Psoriatic
PDE4B-D029424	PDE4B	D029424	Pulmonary Disease, Chronic Obstructive
PDE4C-D001249	PDE4C	D001249	Asthma
PDE4C-D001528	PDE4C	D001528	Behcet Syndrome
PDE4C-D003876	PDE4C	D003876	Dermatitis, Atopic
PDE4C-D011565	PDE4C	D011565	Psoriasis
PDE4C-D015535	PDE4C	D015535	Arthritis, Psoriatic
PDE4C-D029424	PDE4C	D029424	Pulmonary Disease, Chronic Obstructive
PDE4D-D001249	PDE4D	D001249	Asthma
PDE4D-D001528	PDE4D	D001528	Behcet Syndrome
PDE4D-D003876	PDE4D	D003876	Dermatitis, Atopic
PDE4D-D011565	PDE4D	D011565	Psoriasis
PDE4D-D015535	PDE4D	D015535	Arthritis, Psoriatic
PDE4D-D029424	PDE4D	D029424	Pulmonary Disease, Chronic Obstructive
